"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Server/improved/serverStat.csv",,,,"Date:","28 Dec 2020 12:38:37 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 12:41:12,0.0,0.0,100.0,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:13,0.0,0.500,99.500,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:14,0.0,0.0,100.0,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:15,0.500,0.0,99.500,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:16,0.0,0.0,100.0,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:17,0.0,0.0,100.0,0.0,0.0,0.0,1144332288.0,26439680.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:18,0.503,0.0,99.497,0.0,0.0,0.0,1144324096.0,26447872.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:19,0.0,0.0,100.0,0.0,0.0,0.0,1144324096.0,26447872.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:20,0.500,0.0,99.500,0.0,0.0,0.0,1144324096.0,26447872.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:21,0.0,0.500,99.500,0.0,0.0,0.0,1144320000.0,26447872.0,830480384.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:22,0.0,0.0,100.0,0.0,0.0,0.0,1144320000.0,26447872.0,830480384.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:23,0.585,0.0,99.415,0.0,0.0,0.0,1144320000.0,26447872.0,830480384.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:24,0.0,0.0,100.0,0.0,0.0,0.0,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:25,0.0,0.0,100.0,0.0,0.0,0.0,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:26,0.0,0.0,100.0,0.0,0.0,0.0,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:27,0.0,0.505,99.495,0.0,0.0,0.0,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:28,0.0,0.0,99.490,0.0,0.0,0.510,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:29,0.0,0.0,100.0,0.0,0.0,0.0,1144438784.0,26456064.0,830480384.0,97554432.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:30,0.0,0.0,100.0,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:31,0.0,0.0,100.0,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:32,0.0,0.0,100.0,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:33,0.513,0.0,99.487,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:34,0.0,0.0,100.0,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:35,0.503,0.0,99.497,0.0,0.0,0.0,1144430592.0,26464256.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:36,0.0,0.503,99.497,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:37,0.0,0.0,100.0,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:38,0.508,0.0,99.492,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:39,0.0,0.0,100.0,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:40,0.0,0.0,100.0,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:41,0.0,0.0,100.0,0.0,0.0,0.0,1144422400.0,26472448.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:42,0.0,0.0,100.0,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:43,0.505,0.0,99.495,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:44,0.0,0.0,100.0,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:45,0.503,0.0,99.497,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:46,0.500,0.0,99.500,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:47,0.0,0.0,100.0,0.0,0.0,0.0,1144418304.0,26476544.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:48,0.0,0.0,100.0,0.0,0.0,0.0,1144414208.0,26480640.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:49,0.500,0.0,99.500,0.0,0.0,0.0,1144414208.0,26480640.0,830480384.0,97554432.0,274.0,274.0,0.0,0.0,1.0,0.0,0.0
28-12 12:41:50,0.500,0.0,99.500,0.0,0.0,0.0,1144406016.0,26480640.0,830480384.0,97562624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:51,0.0,0.0,100.0,0.0,0.0,0.0,1144414208.0,26480640.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:52,0.500,0.0,99.500,0.0,0.0,0.0,1144414208.0,26480640.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:53,0.0,0.0,100.0,0.0,0.0,0.0,1144414208.0,26480640.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:54,0.500,0.0,99.500,0.0,0.0,0.0,1144406016.0,26488832.0,830480384.0,97554432.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:55,0.0,0.0,100.0,0.0,0.0,0.0,1144406016.0,26488832.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:56,0.0,0.0,100.0,0.0,0.0,0.0,1144406016.0,26488832.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:57,0.0,0.0,100.0,0.0,0.0,0.0,1144406016.0,26488832.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:58,0.0,0.0,99.495,0.0,0.0,0.505,1144406016.0,26488832.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:59,0.500,0.500,99.0,0.0,0.0,0.0,1144406016.0,26488832.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:00,0.0,0.0,99.500,0.500,0.0,0.0,1144397824.0,26497024.0,830480384.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:01,0.0,0.0,100.0,0.0,0.0,0.0,1144393728.0,26497024.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:02,0.498,0.0,99.502,0.0,0.0,0.0,1144393728.0,26497024.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:03,0.505,0.0,99.495,0.0,0.0,0.0,1144393728.0,26497024.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:04,0.0,0.0,100.0,0.0,0.0,0.0,1144393728.0,26497024.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:05,0.513,0.0,99.487,0.0,0.0,0.0,1144393728.0,26497024.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:06,0.0,0.0,100.0,0.0,0.0,0.0,1144393728.0,26505216.0,830476288.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:07,0.0,0.0,100.0,0.0,0.0,0.0,1144385536.0,26505216.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:08,0.0,0.0,100.0,0.0,0.0,0.0,1144385536.0,26505216.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:09,0.0,0.0,100.0,0.0,0.0,0.0,1144385536.0,26505216.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:10,0.508,0.0,99.492,0.0,0.0,0.0,1144385536.0,26505216.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:11,0.0,0.0,100.0,0.0,0.0,0.0,1144385536.0,26505216.0,830484480.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:12,0.0,0.505,98.990,0.0,0.0,0.505,1144385536.0,26513408.0,830476288.0,97554432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:13,0.521,0.521,98.958,0.0,0.0,0.0,1144504320.0,26513408.0,830484480.0,97427456.0,150.0,90.0,0.0,0.0,1.0,0.0,0.0
28-12 12:42:14,0.0,0.0,100.0,0.0,0.0,0.0,1144504320.0,26513408.0,830484480.0,97427456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:15,0.521,0.521,98.958,0.0,0.0,0.0,168525824.0,26513408.0,830484480.0,1073405952.0,60.0,130.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:16,0.500,0.0,99.500,0.0,0.0,0.0,168484864.0,26513408.0,830451712.0,1073479680.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:17,0.0,0.503,99.497,0.0,0.0,0.0,168542208.0,26513408.0,830451712.0,1073422336.0,1020.0,1118.0,0.0,0.0,1.0,0.0,0.0
28-12 12:42:18,0.510,0.0,99.490,0.0,0.0,0.0,168484864.0,26521600.0,830451712.0,1073471488.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:19,0.0,0.0,100.0,0.0,0.0,0.0,168476672.0,26521600.0,830451712.0,1073479680.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:20,0.500,0.0,99.500,0.0,0.0,0.0,168468480.0,26521600.0,830451712.0,1073487872.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:21,0.0,0.0,100.0,0.0,0.0,0.0,168468480.0,26521600.0,830451712.0,1073487872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:22,0.0,0.505,99.495,0.0,0.0,0.0,168468480.0,26521600.0,830451712.0,1073487872.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:23,0.503,0.503,98.995,0.0,0.0,0.0,168468480.0,26521600.0,830451712.0,1073487872.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
