"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Server/serverCPUUsage.csv",,,,"Date:","27 Dec 2020 05:52:32 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
27-12 05:53:43,1.0,0.0,0.0,45.263,1.053,51.053,0.0,0.0,2.632,0.0,0.0,0.0,0.0,1145180160.0,26198016.0,829886464.0,97665024.0,0.0,0.0,0.310,0.100,0.070,2457.0,2033.0,27-12 05:53:43,45.312,1.562,50.521,0.0,0.0,2.604,1145180160.0,26198016.0,829886464.0,97665024.0,0.310,0.100,0.070
27-12 05:53:44,1.0,0.0,0.0,49.746,0.508,48.731,0.0,0.0,1.015,0.0,16384.0,0.0,2.0,1145204736.0,26206208.0,829886464.0,97632256.0,0.0,0.0,0.310,0.100,0.070,2191.0,1518.0,27-12 05:53:44,49.744,0.0,49.231,0.0,0.0,1.026,1145204736.0,26206208.0,829886464.0,97632256.0,0.310,0.100,0.070
27-12 05:53:45,1.0,0.0,0.0,50.0,0.0,49.495,0.0,0.0,0.505,0.0,0.0,0.0,0.0,1145204736.0,26206208.0,829886464.0,97632256.0,0.0,0.0,0.370,0.120,0.080,2349.0,1644.0,27-12 05:53:45,50.0,0.0,49.495,0.0,0.0,0.505,1145204736.0,26206208.0,829886464.0,97632256.0,0.370,0.120,0.080
27-12 05:53:46,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145204736.0,26206208.0,829886464.0,97632256.0,0.0,0.0,0.370,0.120,0.080,2336.0,1650.0,27-12 05:53:46,50.505,0.0,49.495,0.0,0.0,0.0,1145204736.0,26206208.0,829886464.0,97632256.0,0.370,0.120,0.080
27-12 05:53:47,1.0,0.0,0.0,49.495,0.0,50.0,0.0,0.0,0.505,0.0,0.0,0.0,0.0,1145237504.0,26206208.0,829886464.0,97599488.0,0.0,0.0,0.370,0.120,0.080,2369.0,1584.0,27-12 05:53:47,49.495,0.0,50.0,0.0,0.0,0.505,1145237504.0,26206208.0,829886464.0,97599488.0,0.370,0.120,0.080
27-12 05:53:48,1.0,0.0,0.0,50.505,0.505,48.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145237504.0,26206208.0,829886464.0,97599488.0,0.0,0.0,0.370,0.120,0.080,388.0,330.0,27-12 05:53:48,50.505,0.505,48.990,0.0,0.0,0.0,1145237504.0,26206208.0,829886464.0,97599488.0,0.370,0.120,0.080
27-12 05:53:49,1.0,0.0,0.0,51.515,0.505,47.980,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1142390784.0,26214400.0,829886464.0,100438016.0,0.0,0.0,0.370,0.120,0.080,576.0,6831.0,27-12 05:53:49,51.515,0.505,47.980,0.0,0.0,0.0,1142390784.0,26214400.0,829886464.0,100438016.0,0.370,0.120,0.080
27-12 05:53:50,1.0,0.0,0.0,50.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142341632.0,26214400.0,829886464.0,100487168.0,0.0,0.0,0.420,0.130,0.080,0.0,0.0,27-12 05:53:50,50.0,1.0,49.0,0.0,0.0,0.0,1142341632.0,26214400.0,829886464.0,100487168.0,0.420,0.130,0.080
27-12 05:53:51,1.0,0.0,0.0,51.759,1.005,47.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142341632.0,26214400.0,829886464.0,100487168.0,0.0,0.0,0.420,0.130,0.080,0.0,0.0,27-12 05:53:51,52.0,1.0,47.0,0.0,0.0,0.0,1142341632.0,26214400.0,829886464.0,100487168.0,0.420,0.130,0.080
27-12 05:53:52,1.0,0.0,0.0,50.754,0.0,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142337536.0,26214400.0,829890560.0,100487168.0,0.0,0.0,0.420,0.130,0.080,312.0,548.0,27-12 05:53:52,50.505,0.0,49.495,0.0,0.0,0.0,1142337536.0,26214400.0,829890560.0,100487168.0,0.420,0.130,0.080
27-12 05:53:53,2.0,0.0,0.0,50.505,0.505,48.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142337536.0,26214400.0,829890560.0,100487168.0,0.0,0.0,0.420,0.130,0.080,0.0,0.0,27-12 05:53:53,50.505,0.505,48.990,0.0,0.0,0.0,1142337536.0,26214400.0,829890560.0,100487168.0,0.420,0.130,0.080
27-12 05:53:54,2.0,0.0,0.0,54.082,0.510,45.408,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1142337536.0,26222592.0,829882368.0,100487168.0,0.0,0.0,0.420,0.130,0.080,0.0,0.0,27-12 05:53:54,54.082,0.510,45.408,0.0,0.0,0.0,1142337536.0,26222592.0,829882368.0,100487168.0,0.420,0.130,0.080
27-12 05:53:55,1.0,0.0,0.0,50.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133387776.0,26222592.0,829890560.0,109428736.0,0.0,0.0,0.460,0.150,0.090,0.0,0.0,27-12 05:53:55,50.0,1.0,49.0,0.0,0.0,0.0,1133387776.0,26222592.0,829890560.0,109428736.0,0.460,0.150,0.090
27-12 05:53:56,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.0,0.0,0.460,0.150,0.090,312.0,1602.0,27-12 05:53:56,50.251,0.0,49.749,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.460,0.150,0.090
27-12 05:53:57,1.0,0.0,0.0,48.990,1.010,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.0,0.0,0.460,0.150,0.090,0.0,0.0,27-12 05:53:57,49.239,1.015,49.746,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.460,0.150,0.090
27-12 05:53:58,1.0,0.0,1.0,47.594,0.535,51.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.0,0.0,0.460,0.150,0.090,200.0,134.0,27-12 05:53:58,47.872,0.532,51.596,0.0,0.0,0.0,1133371392.0,26222592.0,829890560.0,109445120.0,0.460,0.150,0.090
27-12 05:53:59,1.0,0.0,0.0,49.495,1.515,48.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133379584.0,26222592.0,829890560.0,109436928.0,0.0,0.0,0.460,0.150,0.090,449.0,468.0,27-12 05:53:59,49.239,1.523,49.239,0.0,0.0,0.0,1133379584.0,26222592.0,829890560.0,109436928.0,0.460,0.150,0.090
27-12 05:54:00,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,32768.0,0.0,3.0,1133375488.0,26226688.0,829890560.0,109436928.0,0.0,0.0,0.510,0.160,0.090,2509.0,1782.0,27-12 05:54:00,50.251,0.0,49.749,0.0,0.0,0.0,1133375488.0,26226688.0,829890560.0,109436928.0,0.510,0.160,0.090
27-12 05:54:01,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133408256.0,26226688.0,829890560.0,109404160.0,0.0,0.0,0.510,0.160,0.090,2295.0,1650.0,27-12 05:54:01,50.251,0.0,49.749,0.0,0.0,0.0,1133408256.0,26226688.0,829890560.0,109404160.0,0.510,0.160,0.090
27-12 05:54:02,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133408256.0,26226688.0,829890560.0,109404160.0,0.0,0.0,0.510,0.160,0.090,2582.0,2091.0,27-12 05:54:02,50.251,0.0,49.749,0.0,0.0,0.0,1133408256.0,26226688.0,829890560.0,109404160.0,0.510,0.160,0.090
27-12 05:54:03,1.0,0.0,0.0,50.0,0.505,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132064768.0,26226688.0,829890560.0,110747648.0,0.0,0.0,0.510,0.160,0.090,2257.0,1584.0,27-12 05:54:03,50.251,0.503,49.246,0.0,0.0,0.0,1132064768.0,26226688.0,829890560.0,110747648.0,0.510,0.160,0.090
27-12 05:54:04,1.0,0.0,0.0,50.0,0.0,49.500,0.0,0.0,0.500,0.0,0.0,0.0,0.0,1132044288.0,26226688.0,829890560.0,110768128.0,0.0,0.0,0.510,0.160,0.090,2262.0,1584.0,27-12 05:54:04,49.500,0.500,49.500,0.0,0.0,0.500,1132044288.0,26226688.0,829890560.0,110768128.0,0.510,0.160,0.090
27-12 05:54:05,1.0,0.0,0.0,48.469,1.020,49.490,0.0,0.0,1.020,0.0,16384.0,0.0,2.0,1132109824.0,26230784.0,829894656.0,110694400.0,0.0,0.0,0.470,0.160,0.090,1407.0,1056.0,27-12 05:54:05,48.980,0.510,49.490,0.0,0.0,1.020,1132109824.0,26230784.0,829894656.0,110694400.0,0.470,0.160,0.090
27-12 05:54:06,1.0,0.0,0.0,47.027,0.541,52.432,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,1132068864.0,26230784.0,829894656.0,110735360.0,0.0,0.0,0.470,0.160,0.090,0.0,0.0,27-12 05:54:06,46.739,0.543,52.717,0.0,0.0,0.0,1132068864.0,26230784.0,829894656.0,110735360.0,0.470,0.160,0.090
27-12 05:54:07,1.0,0.0,0.0,49.490,0.510,49.490,0.0,0.0,0.510,0.0,0.0,0.0,0.0,1132068864.0,26230784.0,829894656.0,110735360.0,0.0,0.0,0.470,0.160,0.090,60.0,60.0,27-12 05:54:07,49.490,0.510,49.490,0.0,0.0,0.510,1132068864.0,26230784.0,829894656.0,110735360.0,0.470,0.160,0.090
27-12 05:54:08,1.0,0.0,0.0,49.746,0.508,49.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123618816.0,26230784.0,829894656.0,119185408.0,0.0,0.0,0.470,0.160,0.090,0.0,0.0,27-12 05:54:08,50.0,0.505,49.495,0.0,0.0,0.0,1123618816.0,26230784.0,829894656.0,119185408.0,0.470,0.160,0.090
27-12 05:54:09,1.0,0.0,0.0,50.754,0.0,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123618816.0,26230784.0,829894656.0,119185408.0,0.0,0.0,0.470,0.160,0.090,0.0,0.0,27-12 05:54:09,50.505,0.0,49.495,0.0,0.0,0.0,1123618816.0,26230784.0,829894656.0,119185408.0,0.470,0.160,0.090
27-12 05:54:10,1.0,0.0,0.0,50.0,0.505,49.495,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,1123614720.0,26234880.0,829894656.0,119185408.0,0.0,0.0,0.510,0.170,0.100,0.0,0.0,27-12 05:54:10,50.0,0.505,49.495,0.0,0.0,0.0,1123614720.0,26234880.0,829894656.0,119185408.0,0.510,0.170,0.100
27-12 05:54:11,2.0,0.0,0.0,50.251,0.503,49.246,0.0,0.0,0.0,0.0,4096.0,0.0,1.0,1118867456.0,26234880.0,829894656.0,123932672.0,0.0,0.0,0.510,0.170,0.100,0.0,0.0,27-12 05:54:11,50.251,0.503,49.246,0.0,0.0,0.0,1118867456.0,26234880.0,829894656.0,123932672.0,0.510,0.170,0.100
27-12 05:54:12,1.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118851072.0,26234880.0,829894656.0,123949056.0,0.0,0.0,0.510,0.170,0.100,312.0,449.0,27-12 05:54:12,50.0,0.0,50.0,0.0,0.0,0.0,1118851072.0,26234880.0,829894656.0,123949056.0,0.510,0.170,0.100
27-12 05:54:13,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118851072.0,26234880.0,829894656.0,123949056.0,0.0,0.0,0.510,0.170,0.100,0.0,0.0,27-12 05:54:13,50.251,0.503,49.246,0.0,0.0,0.0,1118851072.0,26234880.0,829894656.0,123949056.0,0.510,0.170,0.100
27-12 05:54:14,1.0,0.0,0.0,49.749,1.005,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111105536.0,26234880.0,829894656.0,131694592.0,0.0,0.0,0.510,0.170,0.100,0.0,0.0,27-12 05:54:14,50.0,0.505,49.495,0.0,0.0,0.0,1111105536.0,26234880.0,829894656.0,131694592.0,0.510,0.170,0.100
27-12 05:54:15,1.0,0.0,0.0,50.254,0.0,49.746,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1111027712.0,26243072.0,829894656.0,131764224.0,0.0,0.0,0.550,0.190,0.100,0.0,0.0,27-12 05:54:15,50.0,0.0,50.0,0.0,0.0,0.0,1111027712.0,26243072.0,829894656.0,131764224.0,0.550,0.190,0.100
27-12 05:54:16,1.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111027712.0,26243072.0,829894656.0,131764224.0,0.0,0.0,0.550,0.190,0.100,0.0,0.0,27-12 05:54:16,50.0,0.0,50.0,0.0,0.0,0.0,1111027712.0,26243072.0,829894656.0,131764224.0,0.550,0.190,0.100
27-12 05:54:17,1.0,0.0,0.0,54.726,0.498,44.279,0.0,0.0,0.498,0.0,0.0,0.0,0.0,1105805312.0,26243072.0,829894656.0,136986624.0,0.0,0.0,0.550,0.190,0.100,576.0,6831.0,27-12 05:54:17,55.0,0.500,44.0,0.0,0.0,0.500,1105805312.0,26243072.0,829894656.0,136986624.0,0.550,0.190,0.100
27-12 05:54:18,1.0,0.0,0.0,50.500,0.0,49.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105788928.0,26243072.0,829894656.0,137003008.0,0.0,0.0,0.550,0.190,0.100,0.0,0.0,27-12 05:54:18,50.500,0.0,49.500,0.0,0.0,0.0,1105788928.0,26243072.0,829894656.0,137003008.0,0.550,0.190,0.100
27-12 05:54:19,1.0,0.0,0.0,51.759,0.503,47.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105784832.0,26243072.0,829898752.0,137003008.0,0.0,0.0,0.550,0.190,0.100,0.0,0.0,27-12 05:54:19,51.759,0.503,47.739,0.0,0.0,0.0,1105784832.0,26243072.0,829898752.0,137003008.0,0.550,0.190,0.100
27-12 05:54:20,1.0,0.0,0.0,50.500,0.0,49.500,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,1098977280.0,26251264.0,829898752.0,143802368.0,0.0,0.0,0.580,0.200,0.100,0.0,0.0,27-12 05:54:20,50.500,0.0,49.500,0.0,0.0,0.0,1098977280.0,26251264.0,829898752.0,143802368.0,0.580,0.200,0.100
27-12 05:54:21,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098977280.0,26251264.0,829898752.0,143802368.0,0.0,0.0,0.580,0.200,0.100,0.0,0.0,27-12 05:54:21,50.251,0.0,49.749,0.0,0.0,0.0,1098977280.0,26251264.0,829898752.0,143802368.0,0.580,0.200,0.100
27-12 05:54:22,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093173248.0,26251264.0,829898752.0,149606400.0,0.0,0.0,0.580,0.200,0.100,0.0,0.0,27-12 05:54:22,50.500,0.0,49.500,0.0,0.0,0.0,1093173248.0,26251264.0,829898752.0,149606400.0,0.580,0.200,0.100
27-12 05:54:23,1.0,0.0,0.0,51.010,0.505,48.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093132288.0,26251264.0,829898752.0,149647360.0,0.0,0.0,0.580,0.200,0.100,2034.0,41854.0,27-12 05:54:23,51.010,0.505,48.485,0.0,0.0,0.0,1093132288.0,26251264.0,829898752.0,149647360.0,0.580,0.200,0.100
27-12 05:54:24,1.0,0.0,0.0,50.0,0.500,49.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093132288.0,26251264.0,829898752.0,149647360.0,0.0,0.0,0.580,0.200,0.100,0.0,0.0,27-12 05:54:24,49.749,0.503,49.749,0.0,0.0,0.0,1093132288.0,26251264.0,829898752.0,149647360.0,0.580,0.200,0.100
27-12 05:54:25,1.0,0.0,0.0,49.749,0.503,49.749,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1093128192.0,26255360.0,829898752.0,149647360.0,0.0,0.0,0.620,0.210,0.110,0.0,0.0,27-12 05:54:25,49.749,0.503,49.749,0.0,0.0,0.0,1093128192.0,26255360.0,829898752.0,149647360.0,0.620,0.210,0.110
27-12 05:54:26,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085820928.0,26255360.0,829898752.0,156954624.0,0.0,0.0,0.620,0.210,0.110,0.0,0.0,27-12 05:54:26,50.251,0.0,49.749,0.0,0.0,0.0,1085820928.0,26255360.0,829898752.0,156954624.0,0.620,0.210,0.110
27-12 05:54:27,1.0,0.0,0.0,50.0,0.500,49.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085820928.0,26255360.0,829898752.0,156954624.0,0.0,0.0,0.620,0.210,0.110,0.0,0.0,27-12 05:54:27,50.0,0.500,49.500,0.0,0.0,0.0,1085820928.0,26255360.0,829898752.0,156954624.0,0.620,0.210,0.110
27-12 05:54:28,1.0,0.0,0.0,51.515,0.0,47.475,0.0,0.0,1.010,0.0,0.0,0.0,0.0,1085853696.0,26255360.0,829898752.0,156921856.0,0.0,0.0,0.620,0.210,0.110,6396.0,3806418.0,27-12 05:54:28,51.515,0.0,47.475,0.0,0.0,1.010,1085853696.0,26255360.0,829898752.0,156921856.0,0.620,0.210,0.110
27-12 05:54:29,1.0,0.0,0.0,49.751,0.498,49.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085853696.0,26255360.0,829898752.0,156921856.0,0.0,0.0,0.620,0.210,0.110,0.0,0.0,27-12 05:54:29,49.751,0.498,49.751,0.0,0.0,0.0,1085853696.0,26255360.0,829898752.0,156921856.0,0.620,0.210,0.110
27-12 05:54:30,1.0,0.0,0.0,49.490,1.020,49.490,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1078984704.0,26263552.0,829898752.0,163782656.0,0.0,0.0,0.650,0.230,0.110,0.0,0.0,27-12 05:54:30,49.490,1.020,49.490,0.0,0.0,0.0,1078984704.0,26263552.0,829898752.0,163782656.0,0.650,0.230,0.110
27-12 05:54:31,1.0,0.0,0.0,52.525,1.010,46.465,0.0,0.0,0.0,0.0,20480.0,0.0,1.0,1078984704.0,26263552.0,829898752.0,163782656.0,0.0,0.0,0.650,0.230,0.110,312.0,652.0,27-12 05:54:31,52.525,1.010,46.465,0.0,0.0,0.0,1078984704.0,26263552.0,829898752.0,163782656.0,0.650,0.230,0.110
27-12 05:54:32,1.0,0.0,0.0,50.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.0,0.0,0.650,0.230,0.110,0.0,0.0,27-12 05:54:32,50.0,1.0,49.0,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.650,0.230,0.110
27-12 05:54:33,1.0,0.0,0.0,50.254,0.508,49.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.0,0.0,0.650,0.230,0.110,60.0,60.0,27-12 05:54:33,50.254,0.508,49.239,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.650,0.230,0.110
27-12 05:54:34,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.0,0.0,0.650,0.230,0.110,0.0,0.0,27-12 05:54:34,50.505,0.0,49.495,0.0,0.0,0.0,1078980608.0,26263552.0,829902848.0,163782656.0,0.650,0.230,0.110
27-12 05:54:35,1.0,0.0,0.0,50.754,0.503,48.744,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.0,0.0,0.680,0.240,0.120,0.0,0.0,27-12 05:54:35,50.754,0.503,48.744,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.680,0.240,0.120
27-12 05:54:36,1.0,0.0,0.0,50.256,0.0,49.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.0,0.0,0.680,0.240,0.120,0.0,0.0,27-12 05:54:36,50.256,0.0,49.744,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.680,0.240,0.120
27-12 05:54:37,1.0,0.0,0.0,50.754,0.503,48.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.0,0.0,0.680,0.240,0.120,0.0,0.0,27-12 05:54:37,51.0,0.500,48.500,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.680,0.240,0.120
27-12 05:54:38,1.0,0.0,0.0,50.251,0.503,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.0,0.0,0.680,0.240,0.120,0.0,0.0,27-12 05:54:38,50.0,0.505,49.495,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.680,0.240,0.120
27-12 05:54:39,1.0,0.0,0.0,50.251,0.503,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.0,0.0,0.680,0.240,0.120,0.0,0.0,27-12 05:54:39,50.251,0.503,49.246,0.0,0.0,0.0,1078972416.0,26271744.0,829902848.0,163782656.0,0.680,0.240,0.120
27-12 05:54:40,1.0,0.0,0.0,50.251,0.0,49.246,0.0,0.0,0.503,0.0,12288.0,0.0,2.0,1078968320.0,26275840.0,829902848.0,163782656.0,0.0,0.0,0.700,0.250,0.120,0.0,0.0,27-12 05:54:40,50.251,0.0,49.246,0.0,0.0,0.503,1078968320.0,26275840.0,829902848.0,163782656.0,0.700,0.250,0.120
27-12 05:54:41,2.0,0.0,0.0,50.0,0.505,49.495,0.0,0.0,0.0,0.0,16384.0,0.0,3.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.0,0.0,0.700,0.250,0.120,0.0,0.0,27-12 05:54:41,50.251,0.503,49.246,0.0,0.0,0.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.700,0.250,0.120
27-12 05:54:42,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.0,0.0,0.700,0.250,0.120,0.0,0.0,27-12 05:54:42,50.254,0.0,49.746,0.0,0.0,0.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.700,0.250,0.120
27-12 05:54:43,2.0,0.0,0.0,50.505,0.505,48.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.0,0.0,0.700,0.250,0.120,0.0,0.0,27-12 05:54:43,50.505,0.505,48.990,0.0,0.0,0.0,1129426944.0,26275840.0,829902848.0,113324032.0,0.700,0.250,0.120
27-12 05:54:44,2.0,0.0,0.0,52.525,0.0,47.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135845376.0,26275840.0,829902848.0,106905600.0,0.0,0.0,0.700,0.250,0.120,0.0,0.0,27-12 05:54:44,52.525,0.0,47.475,0.0,0.0,0.0,1135845376.0,26275840.0,829902848.0,106905600.0,0.700,0.250,0.120
27-12 05:54:45,1.0,0.0,0.0,76.768,16.162,7.071,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,1205415936.0,21508096.0,787079168.0,84926464.0,0.0,0.0,0.890,0.300,0.140,0.0,0.0,27-12 05:54:45,76.768,16.162,7.071,0.0,0.0,0.0,1205415936.0,21508096.0,787079168.0,84926464.0,0.890,0.300,0.140
27-12 05:54:46,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.0,0.0,0.890,0.300,0.140,0.0,0.0,27-12 05:54:46,50.505,0.0,49.495,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.890,0.300,0.140
27-12 05:54:47,1.0,0.0,0.0,50.500,0.500,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.0,0.0,0.890,0.300,0.140,0.0,0.0,27-12 05:54:47,50.500,0.500,49.0,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.890,0.300,0.140
27-12 05:54:48,1.0,0.0,0.0,50.254,0.508,49.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.0,0.0,0.890,0.300,0.140,312.0,425.0,27-12 05:54:48,50.254,0.508,49.239,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.890,0.300,0.140
27-12 05:54:49,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.0,0.0,0.890,0.300,0.140,0.0,0.0,27-12 05:54:49,50.505,0.0,49.495,0.0,0.0,0.0,1205374976.0,21508096.0,787120128.0,84926464.0,0.890,0.300,0.140
27-12 05:54:50,1.0,0.0,0.0,72.277,0.990,26.238,0.495,0.0,0.0,102400.0,12288.0,3.0,2.0,1205366784.0,21516288.0,787247104.0,84799488.0,0.0,0.0,0.980,0.320,0.150,0.0,0.0,27-12 05:54:50,72.277,0.990,26.238,0.495,0.0,0.0,1205366784.0,21516288.0,787247104.0,84799488.0,0.980,0.320,0.150
27-12 05:54:51,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205391360.0,21516288.0,787222528.0,84799488.0,0.0,0.0,0.980,0.320,0.150,0.0,0.0,27-12 05:54:51,50.505,0.0,49.495,0.0,0.0,0.0,1205391360.0,21516288.0,787222528.0,84799488.0,0.980,0.320,0.150
27-12 05:54:52,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205391360.0,21516288.0,787222528.0,84799488.0,0.0,0.0,0.980,0.320,0.150,450.0,4288.0,27-12 05:54:52,50.505,0.0,49.495,0.0,0.0,0.0,1205391360.0,21516288.0,787222528.0,84799488.0,0.980,0.320,0.150
27-12 05:54:53,1.0,0.0,0.0,49.749,0.503,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203757056.0,21516288.0,787222528.0,86433792.0,0.0,0.0,0.980,0.320,0.150,60.0,60.0,27-12 05:54:53,49.749,0.503,49.749,0.0,0.0,0.0,1203757056.0,21516288.0,787222528.0,86433792.0,0.980,0.320,0.150
27-12 05:54:54,1.0,0.0,0.0,50.754,0.0,49.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203740672.0,21516288.0,787222528.0,86450176.0,0.0,0.0,0.980,0.320,0.150,0.0,0.0,27-12 05:54:54,50.754,0.0,49.246,0.0,0.0,0.0,1203740672.0,21516288.0,787222528.0,86450176.0,0.980,0.320,0.150
27-12 05:54:55,1.0,0.0,0.0,50.505,0.0,49.495,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1203736576.0,21520384.0,787222528.0,86450176.0,0.0,0.0,0.980,0.340,0.150,0.0,0.0,27-12 05:54:55,50.505,0.0,49.495,0.0,0.0,0.0,1203736576.0,21520384.0,787222528.0,86450176.0,0.980,0.340,0.150
