"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Server/serverNetworkUsage.csv",,,,"Date:","28 Dec 2020 00:02:01 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
28-12 00:05:00,0.508,0.508,98.985,0.0,0.0,0.0,1289416704.0,20586496.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:01,0.581,0.581,98.837,0.0,0.0,0.0,1289416704.0,20586496.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:02,0.0,0.0,100.0,0.0,0.0,0.0,1289416704.0,20586496.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:03,0.0,0.0,100.0,0.0,0.0,0.0,1289416704.0,20586496.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:04,1.064,0.532,97.872,0.0,0.0,0.532,1289416704.0,20590592.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:05,0.0,0.0,100.0,0.0,0.0,0.0,1289412608.0,20590592.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:06,1.515,0.505,97.475,0.0,0.0,0.505,1289412608.0,20590592.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:07,0.503,0.0,99.497,0.0,0.0,0.0,1289412608.0,20590592.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:08,0.510,0.510,98.980,0.0,0.0,0.0,1289412608.0,20590592.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:09,1.081,0.541,98.378,0.0,0.0,0.0,1289408512.0,20598784.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:10,0.575,0.575,98.276,0.0,0.0,0.575,1289408512.0,20598784.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:11,0.543,0.0,99.457,0.0,0.0,0.0,1289400320.0,20598784.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:12,0.0,0.0,100.0,0.0,0.0,0.0,1289400320.0,20598784.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:13,0.518,0.0,99.482,0.0,0.0,0.0,1289400320.0,20598784.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:14,0.0,0.0,100.0,0.0,0.0,0.0,1289400320.0,20598784.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:15,0.498,0.498,98.507,0.0,0.0,0.498,1289400320.0,20602880.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:16,0.526,0.526,98.947,0.0,0.0,0.0,1289396224.0,20602880.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:17,0.0,1.136,98.864,0.0,0.0,0.0,1289396224.0,20602880.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:18,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20602880.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:19,0.518,0.0,99.482,0.0,0.0,0.0,1289396224.0,20602880.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:20,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20611072.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:21,0.510,0.0,99.490,0.0,0.0,0.0,1289388032.0,20611072.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:22,0.0,0.503,99.497,0.0,0.0,0.0,1289388032.0,20611072.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:23,0.0,0.0,100.0,0.0,0.0,0.0,1289383936.0,20611072.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:24,0.508,0.0,99.492,0.0,0.0,0.0,1289383936.0,20611072.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:25,0.500,0.500,99.0,0.0,0.0,0.0,1289375744.0,20619264.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:26,0.0,0.0,100.0,0.0,0.0,0.0,1289375744.0,20619264.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:27,0.510,0.0,99.490,0.0,0.0,0.0,1289375744.0,20619264.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:28,0.505,0.505,98.990,0.0,0.0,0.0,1289375744.0,20619264.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:29,0.0,0.0,100.0,0.0,0.0,0.0,1289375744.0,20619264.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:30,1.005,0.503,98.492,0.0,0.0,0.0,1289367552.0,20627456.0,703385600.0,85549056.0,0.0,0.0,0.0,0.0
28-12 00:05:31,0.0,0.0,100.0,0.0,0.0,0.0,1289367552.0,20627456.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:32,1.005,0.0,98.995,0.0,0.0,0.0,1289367552.0,20627456.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:33,0.505,0.0,99.495,0.0,0.0,0.0,1289367552.0,20627456.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:34,0.0,0.0,100.0,0.0,0.0,0.0,1289367552.0,20627456.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:35,0.505,0.0,99.495,0.0,0.0,0.0,1289363456.0,20635648.0,703389696.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:36,0.0,0.505,99.495,0.0,0.0,0.0,1289355264.0,20635648.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:37,0.505,0.0,99.495,0.0,0.0,0.0,1289355264.0,20635648.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:38,0.0,0.0,100.0,0.0,0.0,0.0,1289355264.0,20635648.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:39,0.508,0.508,98.985,0.0,0.0,0.0,1289355264.0,20635648.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:40,0.0,0.0,100.0,0.0,0.0,0.0,1289355264.0,20635648.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:41,0.505,0.0,99.495,0.0,0.0,0.0,1289347072.0,20643840.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:42,0.500,0.0,99.500,0.0,0.0,0.0,1289347072.0,20643840.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:43,0.0,0.503,99.497,0.0,0.0,0.0,1289347072.0,20643840.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:44,0.0,0.0,100.0,0.0,0.0,0.0,1289347072.0,20643840.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:45,0.500,0.500,99.0,0.0,0.0,0.0,1289347072.0,20643840.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:46,0.0,0.0,100.0,0.0,0.0,0.0,1289342976.0,20647936.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:47,0.503,0.0,99.497,0.0,0.0,0.0,1289342976.0,20647936.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:48,0.0,0.0,100.0,0.0,0.0,0.0,1289342976.0,20647936.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:49,0.500,0.0,99.500,0.0,0.0,0.0,1289338880.0,20647936.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:50,0.505,0.0,99.495,0.0,0.0,0.0,1289338880.0,20647936.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:51,0.0,0.503,99.497,0.0,0.0,0.0,1289338880.0,20652032.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:52,0.0,0.0,100.0,0.0,0.0,0.0,1289338880.0,20652032.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:53,0.503,0.0,99.497,0.0,0.0,0.0,1289334784.0,20652032.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:54,0.505,0.0,99.495,0.0,0.0,0.0,1289334784.0,20652032.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:55,0.0,0.503,99.497,0.0,0.0,0.0,1289334784.0,20652032.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:56,0.505,0.0,99.495,0.0,0.0,0.0,1289334784.0,20656128.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:57,0.0,0.0,100.0,0.0,0.0,0.0,1289334784.0,20656128.0,703397888.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:58,0.503,0.0,99.497,0.0,0.0,0.0,1289330688.0,20656128.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:05:59,0.0,0.508,99.492,0.0,0.0,0.0,1289330688.0,20656128.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:00,0.503,0.503,98.995,0.0,0.0,0.0,1289330688.0,20656128.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:01,0.0,0.0,100.0,0.0,0.0,0.0,1289330688.0,20656128.0,703401984.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:02,0.503,0.0,99.497,0.0,0.0,0.0,1289330688.0,20664320.0,703393792.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:03,0.0,0.0,100.0,0.0,0.0,0.0,1289318400.0,20664320.0,703406080.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:04,0.0,0.500,99.500,0.0,0.0,0.0,1289318400.0,20664320.0,703406080.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:05,1.005,0.0,98.995,0.0,0.0,0.0,1289318400.0,20664320.0,703406080.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:06,0.0,0.515,99.485,0.0,0.0,0.0,1289318400.0,20664320.0,703406080.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:06:07,0.505,0.0,98.990,0.0,0.0,0.505,1289445376.0,20668416.0,703401984.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:08,0.503,0.0,99.497,0.0,0.0,0.0,1289441280.0,20668416.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:09,0.0,0.0,100.0,0.0,0.0,0.0,1289441280.0,20668416.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:10,0.0,0.521,99.479,0.0,0.0,0.0,1289441280.0,20668416.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:11,0.549,0.549,98.901,0.0,0.0,0.0,1289441280.0,20668416.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:12,0.0,0.0,100.0,0.0,0.0,0.0,1289441280.0,20672512.0,703401984.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:13,1.010,0.0,98.990,0.0,0.0,0.0,1289437184.0,20672512.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:14,0.0,0.0,100.0,0.0,0.0,0.0,1289437184.0,20672512.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:15,0.508,0.0,99.492,0.0,0.0,0.0,1289437184.0,20672512.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:16,0.0,0.500,99.500,0.0,0.0,0.0,1289433088.0,20672512.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:17,0.0,0.503,99.497,0.0,0.0,0.0,1289433088.0,20676608.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:18,0.0,0.0,100.0,0.0,0.0,0.0,1289433088.0,20676608.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:19,0.508,0.0,99.492,0.0,0.0,0.0,1289428992.0,20676608.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:20,0.505,0.0,99.495,0.0,0.0,0.0,1289428992.0,20676608.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:21,0.503,0.503,98.995,0.0,0.0,0.0,1289428992.0,20676608.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:22,0.505,0.0,99.495,0.0,0.0,0.0,1289428992.0,20676608.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:23,0.500,0.0,99.500,0.0,0.0,0.0,1289420800.0,20684800.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:24,0.0,0.503,99.497,0.0,0.0,0.0,1289420800.0,20684800.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:25,0.508,0.0,99.492,0.0,0.0,0.0,1289420800.0,20684800.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:26,0.0,0.0,100.0,0.0,0.0,0.0,1289420800.0,20684800.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:27,1.010,0.0,98.990,0.0,0.0,0.0,1289420800.0,20684800.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:28,0.500,1.0,98.500,0.0,0.0,0.0,1289420800.0,20688896.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:29,0.508,0.0,99.492,0.0,0.0,0.0,1289412608.0,20688896.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:30,0.503,0.0,98.995,0.0,0.0,0.503,1289412608.0,20688896.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:31,0.503,0.0,99.497,0.0,0.0,0.0,1289412608.0,20688896.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:32,1.005,0.0,98.995,0.0,0.0,0.0,1289412608.0,20688896.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:33,1.010,0.505,98.485,0.0,0.0,0.0,1289412608.0,20692992.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:34,0.0,0.0,100.0,0.0,0.0,0.0,1289408512.0,20692992.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:35,0.505,0.505,98.990,0.0,0.0,0.0,1289408512.0,20692992.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:36,0.503,0.503,98.995,0.0,0.0,0.0,1289408512.0,20692992.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:37,0.508,0.0,99.492,0.0,0.0,0.0,1289408512.0,20692992.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:38,0.508,0.0,99.492,0.0,0.0,0.0,1289408512.0,20701184.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:39,1.005,0.0,98.995,0.0,0.0,0.0,1289400320.0,20701184.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:40,0.503,0.503,98.995,0.0,0.0,0.0,1289400320.0,20701184.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:41,0.505,0.0,99.495,0.0,0.0,0.0,1289400320.0,20701184.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:42,1.015,0.0,98.985,0.0,0.0,0.0,1289400320.0,20701184.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:43,0.0,1.005,98.995,0.0,0.0,0.0,1289400320.0,20709376.0,703406080.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:44,1.005,0.0,98.995,0.0,0.0,0.0,1289388032.0,20709376.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:45,0.508,0.0,99.492,0.0,0.0,0.0,1289388032.0,20709376.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:46,0.503,0.0,99.497,0.0,0.0,0.0,1289388032.0,20709376.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:47,0.0,0.0,99.495,0.0,0.0,0.505,1289388032.0,20709376.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:48,1.0,0.500,98.500,0.0,0.0,0.0,1289388032.0,20713472.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:49,0.0,0.0,100.0,0.0,0.0,0.0,1289388032.0,20713472.0,703414272.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:50,1.010,0.0,98.990,0.0,0.0,0.0,1289383936.0,20713472.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:51,0.0,0.503,99.497,0.0,0.0,0.0,1289383936.0,20713472.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:52,0.0,0.0,100.0,0.0,0.0,0.0,1289383936.0,20713472.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:53,0.0,0.505,99.495,0.0,0.0,0.0,1289383936.0,20721664.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:54,0.0,0.500,99.500,0.0,0.0,0.0,1289383936.0,20721664.0,703410176.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:55,0.500,0.0,99.500,0.0,0.0,0.0,1289375744.0,20721664.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:56,0.0,0.503,99.497,0.0,0.0,0.0,1289375744.0,20721664.0,703418368.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:57,0.505,0.0,99.495,0.0,0.0,0.0,1289371648.0,20721664.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:58,0.500,0.0,99.500,0.0,0.0,0.0,1289371648.0,20721664.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:06:59,0.0,0.503,99.497,0.0,0.0,0.0,1289363456.0,20729856.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:00,0.503,0.0,99.497,0.0,0.0,0.0,1289363456.0,20729856.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:01,0.0,0.0,100.0,0.0,0.0,0.0,1289363456.0,20729856.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:02,0.0,0.503,99.497,0.0,0.0,0.0,1289363456.0,20729856.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:03,1.0,0.0,99.0,0.0,0.0,0.0,1289363456.0,20729856.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:04,0.0,0.500,99.500,0.0,0.0,0.0,1289355264.0,20738048.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:05,0.0,0.0,100.0,0.0,0.0,0.0,1289355264.0,20738048.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:06,0.500,0.0,99.500,0.0,0.0,0.0,1289355264.0,20738048.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:07,0.503,0.0,99.497,0.0,0.0,0.0,1289355264.0,20738048.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:08,0.0,0.0,100.0,0.0,0.0,0.0,1289355264.0,20738048.0,703422464.0,85413888.0,0.0,0.0,92.0,0.0
28-12 00:07:09,0.0,0.503,99.497,0.0,0.0,0.0,1289355264.0,20746240.0,703414272.0,85413888.0,0.0,0.0,92.0,0.0
28-12 00:07:10,0.0,0.0,100.0,0.0,0.0,0.0,1289347072.0,20746240.0,703422464.0,85413888.0,0.0,0.0,92.0,0.0
28-12 00:07:11,0.0,0.498,99.502,0.0,0.0,0.0,1289342976.0,20746240.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:12,0.510,0.0,99.490,0.0,0.0,0.0,1289342976.0,20746240.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:13,0.503,0.0,99.497,0.0,0.0,0.0,1289342976.0,20746240.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:14,0.0,0.503,99.497,0.0,0.0,0.0,1289334784.0,20754432.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:15,0.503,0.503,98.995,0.0,0.0,0.0,1289334784.0,20754432.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:16,0.0,0.0,100.0,0.0,0.0,0.0,1289334784.0,20754432.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:17,0.503,0.0,99.497,0.0,0.0,0.0,1289334784.0,20754432.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:18,0.503,0.0,99.497,0.0,0.0,0.0,1289334784.0,20754432.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:19,0.500,0.0,99.500,0.0,0.0,0.0,1289330688.0,20758528.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:20,0.0,0.503,99.497,0.0,0.0,0.0,1289330688.0,20758528.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:21,0.0,0.0,99.495,0.0,0.0,0.505,1289330688.0,20758528.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:22,1.015,0.508,98.477,0.0,0.0,0.0,1289330688.0,20758528.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:23,0.0,0.0,100.0,0.0,0.0,0.0,1289330688.0,20758528.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:24,0.0,0.0,100.0,0.0,0.0,0.0,1289318400.0,20766720.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:25,1.0,0.0,99.0,0.0,0.0,0.0,1289318400.0,20766720.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:26,0.0,0.0,100.0,0.0,0.0,0.0,1289318400.0,20766720.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:27,0.0,0.500,99.500,0.0,0.0,0.0,1289318400.0,20766720.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:28,1.0,0.500,98.500,0.0,0.0,0.0,1289318400.0,20766720.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:29,0.0,0.0,100.0,0.0,0.0,0.0,1289318400.0,20770816.0,703426560.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:30,0.0,0.0,100.0,0.0,0.0,0.0,1289314304.0,20770816.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:31,0.500,0.0,99.500,0.0,0.0,0.0,1289314304.0,20770816.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:32,0.0,0.505,99.495,0.0,0.0,0.0,1289314304.0,20770816.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:33,0.500,0.0,99.500,0.0,0.0,0.0,1289314304.0,20770816.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:34,0.500,0.0,99.500,0.0,0.0,0.0,1289314304.0,20779008.0,703422464.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:35,0.0,0.0,100.0,0.0,0.0,0.0,1289306112.0,20779008.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:36,0.500,0.0,99.500,0.0,0.0,0.0,1289306112.0,20779008.0,703430656.0,85413888.0,0.0,0.0,0.0,0.0
28-12 00:07:37,0.0,0.0,100.0,0.0,0.0,0.0,1289428992.0,20779008.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:38,0.0,0.503,99.497,0.0,0.0,0.0,1289428992.0,20779008.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:39,0.498,0.498,99.005,0.0,0.0,0.0,1289428992.0,20787200.0,703426560.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:40,0.0,0.0,100.0,0.0,0.0,0.0,1289428992.0,20787200.0,703426560.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:41,0.500,0.500,99.0,0.0,0.0,0.0,1289420800.0,20787200.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:42,0.0,0.0,100.0,0.0,0.0,0.0,1289420800.0,20787200.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:43,0.0,0.0,100.0,0.0,0.0,0.0,1289420800.0,20787200.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:44,0.524,0.0,99.476,0.0,0.0,0.0,1289420800.0,20795392.0,703426560.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:45,0.0,0.505,99.495,0.0,0.0,0.0,1289412608.0,20795392.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:46,0.0,0.503,99.497,0.0,0.0,0.0,1289412608.0,20795392.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:47,0.524,0.0,99.476,0.0,0.0,0.0,1289412608.0,20795392.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:48,0.0,0.0,100.0,0.0,0.0,0.0,1289412608.0,20795392.0,703434752.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:49,0.503,0.503,98.995,0.0,0.0,0.0,1289412608.0,20799488.0,703430656.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:50,0.0,0.0,100.0,0.0,0.0,0.0,1289412608.0,20799488.0,703430656.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:51,0.510,0.0,99.490,0.0,0.0,0.0,1289404416.0,20799488.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:52,0.0,0.0,100.0,0.0,0.0,0.0,1289404416.0,20799488.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:53,0.0,0.505,99.495,0.0,0.0,0.0,1289404416.0,20799488.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:54,0.0,0.0,99.485,0.515,0.0,0.0,1289404416.0,20807680.0,703430656.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:55,0.500,0.0,99.500,0.0,0.0,0.0,1289396224.0,20807680.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:56,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20807680.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:57,1.546,0.515,97.938,0.0,0.0,0.0,1289396224.0,20807680.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:58,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20807680.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:07:59,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20807680.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:08:00,0.508,0.0,99.492,0.0,0.0,0.0,1289396224.0,20815872.0,703430656.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:08:01,0.0,0.0,100.0,0.0,0.0,0.0,1289396224.0,20815872.0,703430656.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:08:02,0.0,0.503,99.497,0.0,0.0,0.0,1289388032.0,20815872.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
28-12 00:08:03,0.526,0.526,98.947,0.0,0.0,0.0,1289388032.0,20815872.0,703438848.0,85286912.0,0.0,0.0,0.0,0.0
