"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client3CPUUsage.csv",,,,"Date:","27 Dec 2020 05:53:53 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
27-12 05:55:05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.0,0.0,0.100,0.080,0.060,0.0,0.0,27-12 05:55:05,0.508,0.0,99.492,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.100,0.080,0.060
27-12 05:55:06,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.0,0.0,0.090,0.080,0.060,0.0,0.0,27-12 05:55:06,0.0,0.500,99.500,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.090,0.080,0.060
27-12 05:55:07,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.0,0.0,0.090,0.080,0.060,0.0,0.0,27-12 05:55:07,0.0,0.0,100.0,0.0,0.0,0.0,184655872.0,26210304.0,601882624.0,229216256.0,0.090,0.080,0.060
27-12 05:55:08,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,184655872.0,26218496.0,601874432.0,229216256.0,0.0,0.0,0.090,0.080,0.060,0.0,0.0,27-12 05:55:08,0.500,0.0,99.500,0.0,0.0,0.0,184655872.0,26218496.0,601874432.0,229216256.0,0.090,0.080,0.060
27-12 05:55:09,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,1.0,184647680.0,26218496.0,601882624.0,229216256.0,0.0,0.0,0.090,0.080,0.060,0.0,0.0,27-12 05:55:09,0.0,0.503,99.497,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.090,0.080,0.060
27-12 05:55:10,0.0,0.0,0.0,0.0,0.510,99.490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.0,0.0,0.090,0.080,0.060,0.0,0.0,27-12 05:55:10,0.0,0.510,99.490,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.090,0.080,0.060
27-12 05:55:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.0,0.0,0.080,0.080,0.060,0.0,0.0,27-12 05:55:11,0.0,0.0,100.0,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.080,0.080,0.060
27-12 05:55:12,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.0,0.0,0.080,0.080,0.060,0.0,0.0,27-12 05:55:12,0.505,0.0,99.495,0.0,0.0,0.0,184647680.0,26218496.0,601882624.0,229216256.0,0.080,0.080,0.060
27-12 05:55:13,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,184643584.0,26226688.0,601878528.0,229216256.0,0.0,0.0,0.080,0.080,0.060,0.0,0.0,27-12 05:55:13,0.498,0.498,99.005,0.0,0.0,0.0,184643584.0,26226688.0,601878528.0,229216256.0,0.080,0.080,0.060
27-12 05:55:14,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,20480.0,0.0,2.0,184643584.0,26226688.0,601878528.0,229216256.0,0.0,0.0,0.080,0.080,0.060,0.0,0.0,27-12 05:55:14,0.500,0.0,99.500,0.0,0.0,0.0,184643584.0,26226688.0,601878528.0,229216256.0,0.080,0.080,0.060
27-12 05:55:15,2.0,0.0,0.0,12.121,9.596,75.758,0.0,0.0,2.525,0.0,0.0,0.0,0.0,208392192.0,26226688.0,601886720.0,205459456.0,0.0,0.0,0.080,0.080,0.060,2498244.0,792046.0,27-12 05:55:15,12.626,9.596,75.253,0.0,0.0,2.525,208392192.0,26226688.0,601886720.0,205459456.0,0.080,0.080,0.060
27-12 05:55:16,0.0,0.0,0.0,1.015,7.107,89.340,0.0,0.0,2.538,0.0,0.0,0.0,0.0,208392192.0,26226688.0,601886720.0,205459456.0,0.0,0.0,0.080,0.080,0.060,36750.0,826028.0,27-12 05:55:16,0.510,7.143,89.796,0.0,0.0,2.551,208392192.0,26226688.0,601886720.0,205459456.0,0.080,0.080,0.060
27-12 05:55:17,0.0,0.0,0.0,0.518,1.036,98.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208433152.0,26226688.0,601886720.0,205418496.0,0.0,0.0,0.080,0.080,0.060,4620.0,145436.0,27-12 05:55:17,0.518,1.036,98.446,0.0,0.0,0.0,208433152.0,26226688.0,601886720.0,205418496.0,0.080,0.080,0.060
27-12 05:55:18,0.0,0.0,0.0,0.521,1.562,97.396,0.0,0.0,0.521,0.0,28672.0,0.0,3.0,208433152.0,26234880.0,601878528.0,205418496.0,0.0,0.0,0.080,0.080,0.060,9510.0,240308.0,27-12 05:55:18,1.036,1.554,96.891,0.0,0.0,0.518,208433152.0,26234880.0,601878528.0,205418496.0,0.080,0.080,0.060
27-12 05:55:19,0.0,0.0,0.0,0.529,1.587,97.354,0.0,0.0,0.529,0.0,0.0,0.0,0.0,208424960.0,26234880.0,601886720.0,205418496.0,0.0,0.0,0.080,0.080,0.060,7950.0,234426.0,27-12 05:55:19,0.0,1.587,97.884,0.0,0.0,0.529,208424960.0,26234880.0,601886720.0,205418496.0,0.080,0.080,0.060
27-12 05:55:20,0.0,0.0,0.0,0.0,1.070,98.930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208424960.0,26234880.0,601886720.0,205418496.0,0.0,0.0,0.080,0.080,0.060,4920.0,147736.0,27-12 05:55:20,0.0,1.075,98.925,0.0,0.0,0.0,208424960.0,26234880.0,601886720.0,205418496.0,0.080,0.080,0.060
27-12 05:55:21,0.0,0.0,0.0,0.518,1.036,97.409,0.0,0.0,1.036,0.0,0.0,0.0,0.0,208424960.0,26234880.0,601886720.0,205418496.0,0.0,0.0,0.070,0.080,0.060,7470.0,227018.0,27-12 05:55:21,0.515,1.031,97.423,0.0,0.0,1.031,208424960.0,26234880.0,601886720.0,205418496.0,0.070,0.080,0.060
27-12 05:55:22,0.0,0.0,0.0,0.513,1.026,97.949,0.0,0.0,0.513,0.0,0.0,0.0,0.0,208424960.0,26234880.0,601886720.0,205418496.0,0.0,0.0,0.070,0.080,0.060,7290.0,229544.0,27-12 05:55:22,0.513,1.026,97.949,0.0,0.0,0.513,208424960.0,26234880.0,601886720.0,205418496.0,0.070,0.080,0.060
27-12 05:55:23,0.0,0.0,0.0,0.0,1.124,98.315,0.0,0.0,0.562,0.0,12288.0,0.0,2.0,208424960.0,26243072.0,601878528.0,205418496.0,0.0,0.0,0.070,0.080,0.060,4980.0,150182.0,27-12 05:55:23,0.559,1.117,97.765,0.0,0.0,0.559,208424960.0,26243072.0,601878528.0,205418496.0,0.070,0.080,0.060
27-12 05:55:24,0.0,0.0,0.0,1.064,1.064,97.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208416768.0,26243072.0,601886720.0,205418496.0,0.0,0.0,0.070,0.080,0.060,9240.0,288148.0,27-12 05:55:24,0.538,1.075,98.387,0.0,0.0,0.0,208416768.0,26243072.0,601886720.0,205418496.0,0.070,0.080,0.060
27-12 05:55:25,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208433152.0,26243072.0,601886720.0,205402112.0,0.0,0.0,0.070,0.080,0.060,450.0,300.0,27-12 05:55:25,0.0,0.524,99.476,0.0,0.0,0.0,208433152.0,26243072.0,601886720.0,205402112.0,0.070,0.080,0.060
27-12 05:55:26,1.0,0.0,0.0,0.524,0.524,98.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208433152.0,26243072.0,601886720.0,205402112.0,0.0,0.0,0.060,0.080,0.050,360.0,240.0,27-12 05:55:26,0.526,0.0,99.474,0.0,0.0,0.0,208429056.0,26243072.0,601890816.0,205402112.0,0.060,0.080,0.050
27-12 05:55:27,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208429056.0,26243072.0,601890816.0,205402112.0,0.0,0.0,0.060,0.080,0.050,450.0,300.0,27-12 05:55:27,0.0,0.0,100.0,0.0,0.0,0.0,208429056.0,26243072.0,601890816.0,205402112.0,0.060,0.080,0.050
27-12 05:55:28,0.0,0.0,0.0,0.0,0.508,99.492,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.080,0.050,360.0,240.0,27-12 05:55:28,0.0,0.508,99.492,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.080,0.050
27-12 05:55:29,0.0,0.0,0.0,0.541,0.0,99.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.080,0.050,0.0,0.0,27-12 05:55:29,0.541,0.0,99.459,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.080,0.050
27-12 05:55:30,0.0,0.0,0.0,0.0,0.575,99.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.080,0.050,0.0,0.0,27-12 05:55:30,0.0,0.575,99.425,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.080,0.050
27-12 05:55:31,1.0,0.0,0.0,0.0,0.503,98.995,0.0,0.0,0.503,0.0,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.070,0.050,4738.0,5086.0,27-12 05:55:31,0.0,0.503,98.995,0.0,0.0,0.503,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.070,0.050
27-12 05:55:32,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.070,0.050,0.0,0.0,27-12 05:55:32,0.500,0.0,99.500,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.070,0.050
27-12 05:55:33,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.0,0.0,0.060,0.070,0.050,0.0,0.0,27-12 05:55:33,0.0,0.500,99.500,0.0,0.0,0.0,208420864.0,26251264.0,601890816.0,205402112.0,0.060,0.070,0.050
27-12 05:55:34,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,208416768.0,26255360.0,601890816.0,205402112.0,0.0,0.0,0.060,0.070,0.050,0.0,0.0,27-12 05:55:34,0.503,0.0,99.497,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.060,0.070,0.050
27-12 05:55:35,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.0,0.0,0.060,0.070,0.050,0.0,0.0,27-12 05:55:35,0.0,0.0,100.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.060,0.070,0.050
27-12 05:55:36,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:36,0.500,0.0,99.500,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.050,0.070,0.050
27-12 05:55:37,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:37,0.498,0.498,99.005,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.050,0.070,0.050
27-12 05:55:38,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:38,0.0,0.0,100.0,0.0,0.0,0.0,208416768.0,26255360.0,601890816.0,205402112.0,0.050,0.070,0.050
27-12 05:55:39,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,208412672.0,26259456.0,601890816.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:39,0.0,0.0,100.0,0.0,0.0,0.0,208412672.0,26259456.0,601890816.0,205402112.0,0.050,0.070,0.050
27-12 05:55:40,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:40,0.0,0.500,99.500,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:41,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:41,0.0,0.500,99.500,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:42,0.0,0.0,0.0,0.0,0.515,99.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:42,0.0,0.0,100.0,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:43,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:43,0.498,0.0,99.502,0.0,0.0,0.0,208408576.0,26259456.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:44,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,208400384.0,26267648.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:44,0.503,0.0,99.497,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:45,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:45,0.0,0.498,99.502,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:46,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:46,0.0,0.0,100.0,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:47,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:47,0.500,0.0,99.500,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:48,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:48,0.0,0.500,99.500,0.0,0.0,0.0,208400384.0,26267648.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:49,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,28672.0,0.0,5.0,208400384.0,26275840.0,601886720.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:49,0.0,0.0,100.0,0.0,0.0,0.0,208400384.0,26275840.0,601886720.0,205402112.0,0.050,0.070,0.050
27-12 05:55:50,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.0,0.0,0.050,0.070,0.050,0.0,0.0,27-12 05:55:50,0.0,0.0,100.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.050,0.070,0.050
27-12 05:55:51,0.0,0.0,0.0,0.0,0.0,99.502,0.0,0.0,0.498,0.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:51,0.0,0.498,99.005,0.0,0.0,0.498,208392192.0,26275840.0,601894912.0,205402112.0,0.040,0.070,0.050
27-12 05:55:52,0.0,0.0,0.0,0.0,0.513,99.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:52,0.513,0.0,99.487,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.040,0.070,0.050
27-12 05:55:53,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:53,0.0,0.0,100.0,0.0,0.0,0.0,208392192.0,26275840.0,601894912.0,205402112.0,0.040,0.070,0.050
27-12 05:55:54,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,208379904.0,26284032.0,601899008.0,205402112.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:54,0.0,0.0,100.0,0.0,0.0,0.0,208379904.0,26284032.0,601899008.0,205402112.0,0.040,0.070,0.050
27-12 05:55:55,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208379904.0,26284032.0,601899008.0,205402112.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:55,0.505,0.0,99.495,0.0,0.0,0.0,208379904.0,26284032.0,601899008.0,205402112.0,0.040,0.070,0.050
27-12 05:55:56,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209014784.0,26284032.0,601899008.0,204767232.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:56,0.0,0.500,99.500,0.0,0.0,0.0,209014784.0,26284032.0,601899008.0,204767232.0,0.040,0.070,0.050
27-12 05:55:57,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208953344.0,26284032.0,601899008.0,204828672.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:57,0.505,0.0,99.495,0.0,0.0,0.0,208953344.0,26284032.0,601899008.0,204828672.0,0.040,0.070,0.050
27-12 05:55:58,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208953344.0,26284032.0,601899008.0,204828672.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:58,0.0,0.0,100.0,0.0,0.0,0.0,208953344.0,26284032.0,601899008.0,204828672.0,0.040,0.070,0.050
27-12 05:55:59,0.0,0.0,0.0,0.0,0.0,99.495,0.505,0.0,0.0,0.0,12288.0,0.0,2.0,208949248.0,26288128.0,601899008.0,204828672.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:55:59,0.503,0.0,98.995,0.503,0.0,0.0,208949248.0,26288128.0,601899008.0,204828672.0,0.040,0.070,0.050
27-12 05:56:00,0.0,0.0,0.0,0.495,0.495,99.010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208949248.0,26288128.0,601899008.0,204828672.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,27-12 05:56:00,0.0,0.498,99.502,0.0,0.0,0.0,208949248.0,26288128.0,601899008.0,204828672.0,0.040,0.070,0.050
27-12 05:56:01,0.0,0.0,0.0,5.076,15.736,73.096,0.0,0.0,6.091,0.0,0.0,0.0,0.0,219688960.0,26288128.0,601899008.0,194088960.0,0.0,0.0,0.040,0.070,0.050,2062129.0,1402136.0,27-12 05:56:01,5.528,15.578,72.864,0.0,0.0,6.030,219688960.0,26288128.0,601899008.0,194088960.0,0.040,0.070,0.050
27-12 05:56:02,0.0,0.0,0.0,0.503,3.015,96.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219688960.0,26288128.0,601899008.0,194088960.0,0.0,0.0,0.040,0.070,0.050,7110.0,230774.0,27-12 05:56:02,0.0,3.046,96.954,0.0,0.0,0.0,219688960.0,26288128.0,601899008.0,194088960.0,0.040,0.070,0.050
27-12 05:56:03,0.0,0.0,0.0,0.0,1.571,98.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219688960.0,26288128.0,601899008.0,194088960.0,0.0,0.0,0.040,0.070,0.050,4860.0,149274.0,27-12 05:56:03,0.521,1.562,97.917,0.0,0.0,0.0,219688960.0,26288128.0,601899008.0,194088960.0,0.040,0.070,0.050
27-12 05:56:04,0.0,0.0,0.0,1.053,2.632,96.316,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,219303936.0,26292224.0,601899008.0,194469888.0,0.0,0.0,0.040,0.070,0.050,7290.0,219080.0,27-12 05:56:04,0.524,3.141,96.335,0.0,0.0,0.0,219303936.0,26292224.0,601899008.0,194469888.0,0.040,0.070,0.050
27-12 05:56:05,0.0,0.0,0.0,0.0,2.010,96.985,0.0,0.0,1.005,0.0,0.0,0.0,0.0,219271168.0,26292224.0,601899008.0,194502656.0,0.0,0.0,0.040,0.070,0.050,7170.0,221288.0,27-12 05:56:05,0.0,2.020,96.970,0.0,0.0,1.010,219271168.0,26292224.0,601899008.0,194502656.0,0.040,0.070,0.050
27-12 05:56:06,0.0,0.0,1.0,0.0,1.538,98.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219303936.0,26292224.0,601899008.0,194469888.0,0.0,0.0,0.030,0.070,0.050,7564.0,223882.0,27-12 05:56:06,0.510,1.020,98.469,0.0,0.0,0.0,219303936.0,26292224.0,601899008.0,194469888.0,0.030,0.070,0.050
27-12 05:56:07,0.0,0.0,0.0,0.515,0.515,98.454,0.0,0.0,0.515,0.0,0.0,0.0,0.0,219299840.0,26292224.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,4230.0,122652.0,27-12 05:56:07,0.518,0.518,98.446,0.0,0.0,0.518,219299840.0,26292224.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:08,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219299840.0,26292224.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,180.0,180.0,27-12 05:56:08,0.0,0.0,100.0,0.0,0.0,0.0,219299840.0,26292224.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:09,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,219299840.0,26296320.0,601899008.0,194469888.0,0.0,0.0,0.030,0.070,0.050,270.0,180.0,27-12 05:56:09,0.505,0.0,99.495,0.0,0.0,0.0,219299840.0,26296320.0,601899008.0,194469888.0,0.030,0.070,0.050
27-12 05:56:10,0.0,0.0,0.0,0.505,0.505,98.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,270.0,180.0,27-12 05:56:10,0.505,0.505,98.990,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,60.0,60.0,27-12 05:56:11,0.0,0.0,100.0,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:12,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,27-12 05:56:12,0.0,0.503,99.497,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:13,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,27-12 05:56:13,0.503,0.0,99.497,0.0,0.0,0.0,219295744.0,26296320.0,601903104.0,194469888.0,0.030,0.070,0.050
27-12 05:56:14,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,219295744.0,26304512.0,601894912.0,194469888.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,27-12 05:56:14,0.508,0.0,99.492,0.0,0.0,0.0,219295744.0,26304512.0,601894912.0,194469888.0,0.030,0.070,0.050
27-12 05:56:15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219295744.0,26304512.0,601894912.0,194469888.0,0.0,0.0,0.030,0.070,0.050,90.0,60.0,27-12 05:56:15,0.0,0.0,100.0,0.0,0.0,0.0,219295744.0,26304512.0,601894912.0,194469888.0,0.030,0.070,0.050
27-12 05:56:16,3.0,0.0,0.0,0.0,0.510,98.980,0.0,0.0,0.510,0.0,0.0,0.0,0.0,219287552.0,26304512.0,601903104.0,194469888.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:16,0.0,0.513,98.974,0.0,0.0,0.513,219287552.0,26304512.0,601903104.0,194469888.0,0.030,0.060,0.050
27-12 05:56:17,0.0,0.0,0.0,0.508,0.508,98.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219287552.0,26304512.0,601903104.0,194469888.0,0.0,0.0,0.030,0.060,0.050,45628.0,61624.0,27-12 05:56:17,0.508,0.508,98.985,0.0,0.0,0.0,219287552.0,26304512.0,601903104.0,194469888.0,0.030,0.060,0.050
27-12 05:56:18,0.0,0.0,0.0,0.498,0.0,99.005,0.0,0.0,0.498,0.0,0.0,0.0,0.0,219287552.0,26304512.0,601903104.0,194469888.0,0.0,0.0,0.030,0.060,0.050,0.0,0.0,27-12 05:56:18,0.498,0.0,99.005,0.0,0.0,0.498,219287552.0,26304512.0,601903104.0,194469888.0,0.030,0.060,0.050
