"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Client/client1NetworkUsage.csv",,,,"Date:","27 Dec 2020 05:53:13 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
27-12 05:56:15,0.0,0.552,98.895,0.0,0.0,0.552,213782528.0,26505216.0,601935872.0,199741440.0,0.0,0.0,0.0,0.0
27-12 05:56:16,0.588,0.0,99.412,0.0,0.0,0.0,213778432.0,26505216.0,601939968.0,199741440.0,0.0,0.0,0.0,0.0
27-12 05:56:17,0.0,0.0,100.0,0.0,0.0,0.0,213778432.0,26505216.0,601939968.0,199741440.0,0.0,0.0,0.0,0.0
27-12 05:56:18,0.595,0.595,98.810,0.0,0.0,0.0,213778432.0,26505216.0,601939968.0,199741440.0,0.0,0.0,0.0,0.0
27-12 05:56:19,0.0,0.541,99.459,0.0,0.0,0.0,213778432.0,26509312.0,601935872.0,199741440.0,0.0,0.0,0.0,0.0
27-12 05:56:20,0.0,0.0,100.0,0.0,0.0,0.0,213778432.0,26509312.0,601935872.0,199741440.0,0.0,0.0,12427.0,330.0
27-12 05:56:21,0.532,0.0,99.468,0.0,0.0,0.0,213803008.0,26509312.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:22,0.0,0.654,99.346,0.0,0.0,0.0,213803008.0,26509312.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:23,0.0,0.0,100.0,0.0,0.0,0.0,213803008.0,26509312.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:24,0.0,0.521,98.958,0.0,0.0,0.521,213803008.0,26509312.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:25,0.649,0.0,99.351,0.0,0.0,0.0,213803008.0,26513408.0,601939968.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:26,0.0,0.0,100.0,0.0,0.0,0.0,213798912.0,26513408.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:27,0.995,0.498,98.507,0.0,0.0,0.0,213798912.0,26513408.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:28,0.0,0.0,100.0,0.0,0.0,0.0,213798912.0,26513408.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:29,0.578,0.0,99.422,0.0,0.0,0.0,213798912.0,26513408.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:30,0.0,0.541,99.459,0.0,0.0,0.0,213790720.0,26521600.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:31,0.581,0.0,99.419,0.0,0.0,0.0,213790720.0,26521600.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:32,0.0,0.649,99.351,0.0,0.0,0.0,213790720.0,26521600.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:33,0.0,0.0,100.0,0.0,0.0,0.0,213790720.0,26521600.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:34,0.0,0.559,99.441,0.0,0.0,0.0,213790720.0,26521600.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:35,0.617,0.0,99.383,0.0,0.0,0.0,213786624.0,26525696.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:36,0.543,0.0,98.913,0.0,0.0,0.543,213786624.0,26525696.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:37,0.505,0.0,99.495,0.0,0.0,0.0,213782528.0,26525696.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:38,0.0,0.500,99.500,0.0,0.0,0.0,213782528.0,26525696.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:39,0.500,0.0,99.500,0.0,0.0,0.0,213782528.0,26525696.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:40,0.0,0.0,99.363,0.0,0.0,0.637,213782528.0,26529792.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:41,0.535,0.535,98.930,0.0,0.0,0.0,213778432.0,26529792.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:42,0.621,0.0,99.379,0.0,0.0,0.0,213778432.0,26529792.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:43,0.0,0.0,100.0,0.0,0.0,0.0,213778432.0,26529792.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:44,0.0,0.500,99.500,0.0,0.0,0.0,213778432.0,26529792.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:45,0.602,0.0,98.795,0.0,0.0,0.602,213778432.0,26533888.0,601944064.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:46,0.599,0.599,98.802,0.0,0.0,0.0,213774336.0,26533888.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:47,0.606,0.606,98.788,0.0,0.0,0.0,213770240.0,26533888.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:48,0.0,0.595,99.405,0.0,0.0,0.0,213770240.0,26533888.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:49,0.552,0.0,99.448,0.0,0.0,0.0,213770240.0,26533888.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:50,0.0,0.0,100.0,0.0,0.0,0.0,213770240.0,26533888.0,601952256.0,199708672.0,0.0,0.0,139.0,132.0
27-12 05:56:51,0.532,0.0,99.468,0.0,0.0,0.0,213766144.0,26537984.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:52,0.588,0.588,98.824,0.0,0.0,0.0,213766144.0,26537984.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:53,0.0,0.0,100.0,0.0,0.0,0.0,213766144.0,26537984.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:54,0.529,0.0,99.471,0.0,0.0,0.0,213766144.0,26537984.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:55,0.571,0.0,99.429,0.0,0.0,0.0,213766144.0,26537984.0,601952256.0,199708672.0,0.0,0.0,60.0,60.0
27-12 05:56:57,0.422,0.422,98.734,0.0,0.0,0.422,213766144.0,26542080.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:57,0.690,0.0,99.310,0.0,0.0,0.0,213762048.0,26542080.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:58,0.0,0.0,100.0,0.0,0.0,0.0,213762048.0,26542080.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:56:59,0.538,0.0,99.462,0.0,0.0,0.0,213762048.0,26542080.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:00,0.546,0.0,98.907,0.0,0.0,0.546,213762048.0,26542080.0,601952256.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:01,0.532,0.532,98.404,0.0,0.0,0.532,213757952.0,26546176.0,601952256.0,199708672.0,0.0,0.0,1736.0,198.0
27-12 05:57:02,0.565,0.565,98.870,0.0,0.0,0.0,213753856.0,26546176.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:03,0.526,0.0,99.474,0.0,0.0,0.0,213753856.0,26546176.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:04,0.0,0.0,100.0,0.0,0.0,0.0,213753856.0,26546176.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:05,0.617,0.0,98.765,0.0,0.0,0.617,213753856.0,26546176.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:06,0.0,0.0,100.0,0.0,0.0,0.0,213753856.0,26546176.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:07,0.0,0.585,99.415,0.0,0.0,0.0,213749760.0,26550272.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:08,0.556,0.0,99.444,0.0,0.0,0.0,213749760.0,26550272.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:09,0.562,0.0,98.876,0.0,0.0,0.562,213749760.0,26550272.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:10,0.0,0.0,100.0,0.0,0.0,0.0,213749760.0,26550272.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:11,0.0,0.508,99.492,0.0,0.0,0.0,213749760.0,26550272.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:12,0.571,0.0,99.429,0.0,0.0,0.0,213749760.0,26558464.0,601948160.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:13,0.602,0.0,99.398,0.0,0.0,0.0,213741568.0,26558464.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:14,0.0,0.503,99.497,0.0,0.0,0.0,213741568.0,26558464.0,601956352.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:15,0.0,0.0,100.0,0.0,0.0,0.0,213737472.0,26558464.0,601960448.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:16,0.500,0.0,99.500,0.0,0.0,0.0,213737472.0,26558464.0,601960448.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:17,0.524,0.0,99.476,0.0,0.0,0.0,213729280.0,26566656.0,601960448.0,199708672.0,0.0,0.0,0.0,0.0
27-12 05:57:18,0.0,0.0,100.0,0.0,0.0,0.0,216121344.0,26566656.0,601960448.0,197316608.0,0.0,0.0,739702.0,9372.0
27-12 05:57:19,9.424,18.848,50.785,0.0,0.0,20.942,280059904.0,26566656.0,601960448.0,133378048.0,0.0,0.0,13326656.0,57948.0
27-12 05:57:20,11.628,25.0,50.0,0.0,0.0,13.372,325640192.0,26566656.0,601960448.0,87797760.0,0.0,0.0,8170360.0,29634.0
27-12 05:57:21,0.518,2.073,97.409,0.0,0.0,0.0,325640192.0,26566656.0,601960448.0,87797760.0,0.0,0.0,0.0,0.0
27-12 05:57:22,0.543,2.174,96.739,0.0,0.0,0.543,325599232.0,26574848.0,601960448.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:23,0.0,1.026,98.462,0.0,0.0,0.513,325632000.0,26574848.0,601960448.0,87797760.0,0.0,0.0,0.0,0.0
27-12 05:57:24,1.087,1.087,97.283,0.0,0.0,0.543,325599232.0,26574848.0,601960448.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:25,0.541,2.162,96.757,0.0,0.0,0.541,325599232.0,26574848.0,601960448.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:26,1.130,1.130,97.175,0.0,0.0,0.565,325599232.0,26574848.0,601960448.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:27,0.629,2.516,96.226,0.0,0.0,0.629,325591040.0,26583040.0,601960448.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:28,0.0,1.596,97.872,0.0,0.0,0.532,325586944.0,26583040.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:29,0.543,0.543,98.370,0.0,0.0,0.543,325619712.0,26583040.0,601964544.0,87797760.0,0.0,0.0,0.0,0.0
27-12 05:57:30,0.513,1.538,97.949,0.0,0.0,0.0,325619712.0,26583040.0,601964544.0,87797760.0,0.0,0.0,0.0,0.0
27-12 05:57:31,0.0,1.075,98.387,0.0,0.0,0.538,325619712.0,26583040.0,601964544.0,87797760.0,0.0,0.0,0.0,0.0
27-12 05:57:32,1.093,0.546,98.361,0.0,0.0,0.0,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:33,0.0,1.015,98.477,0.0,0.0,0.508,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:34,0.526,2.105,97.368,0.0,0.0,0.0,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,857.0,132.0
27-12 05:57:35,0.508,1.015,98.477,0.0,0.0,0.0,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:36,1.005,2.010,96.482,0.0,0.0,0.503,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:37,0.0,2.778,97.222,0.0,0.0,0.0,325578752.0,26591232.0,601964544.0,87830528.0,0.0,0.0,0.0,0.0
27-12 05:57:38,0.510,0.510,98.469,0.0,0.0,0.510,325578752.0,26599424.0,601964544.0,87822336.0,0.0,0.0,0.0,0.0
27-12 05:57:39,0.0,0.549,99.451,0.0,0.0,0.0,325578752.0,26599424.0,601964544.0,87822336.0,0.0,0.0,0.0,0.0
27-12 05:57:40,1.031,2.062,96.392,0.0,0.0,0.515,325648384.0,26599424.0,601964544.0,87752704.0,0.0,0.0,0.0,0.0
27-12 05:57:41,0.513,1.026,97.949,0.0,0.0,0.513,325615616.0,26599424.0,601964544.0,87785472.0,0.0,0.0,5301.0,198.0
27-12 05:57:42,0.535,2.674,96.791,0.0,0.0,0.0,325611520.0,26599424.0,601968640.0,87785472.0,0.0,0.0,0.0,0.0
27-12 05:57:43,0.505,1.010,97.980,0.0,0.0,0.505,325644288.0,26599424.0,601968640.0,87752704.0,0.0,0.0,0.0,0.0
27-12 05:57:44,0.510,1.531,97.959,0.0,0.0,0.0,325763072.0,26607616.0,601968640.0,87625728.0,0.0,0.0,0.0,0.0
27-12 05:57:45,0.535,1.604,97.326,0.0,0.0,0.535,325763072.0,26607616.0,601968640.0,87625728.0,0.0,0.0,0.0,0.0
27-12 05:57:46,0.508,1.015,98.477,0.0,0.0,0.0,325730304.0,26607616.0,601968640.0,87658496.0,0.0,0.0,60.0,60.0
27-12 05:57:47,0.0,2.538,96.447,0.0,0.0,1.015,325730304.0,26607616.0,601968640.0,87658496.0,0.0,0.0,0.0,0.0
27-12 05:57:48,1.531,1.531,96.939,0.0,0.0,0.0,325730304.0,26607616.0,601968640.0,87658496.0,0.0,0.0,0.0,0.0
27-12 05:57:49,1.005,1.005,97.487,0.0,0.0,0.503,325730304.0,26615808.0,601960448.0,87658496.0,0.0,0.0,0.0,0.0
27-12 05:57:50,0.515,3.093,95.876,0.0,0.0,0.515,327000064.0,26615808.0,601968640.0,86380544.0,0.0,0.0,1005480.0,1914.0
27-12 05:57:51,0.524,2.094,96.335,0.0,0.0,1.047,327000064.0,26615808.0,601968640.0,86380544.0,0.0,0.0,326.0,198.0
27-12 05:57:52,0.505,1.515,97.980,0.0,0.0,0.0,327000064.0,26615808.0,601968640.0,86380544.0,0.0,0.0,66.0,66.0
27-12 05:57:53,0.518,2.073,96.373,0.0,0.0,1.036,327000064.0,26615808.0,601968640.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:57:54,0.0,1.546,97.938,0.0,0.0,0.515,327000064.0,26624000.0,601960448.0,86380544.0,0.0,0.0,66.0,66.0
27-12 05:57:55,0.510,1.531,97.959,0.0,0.0,0.0,326987776.0,26624000.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:57:56,0.521,2.604,95.833,0.0,0.0,1.042,326987776.0,26624000.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:57:57,0.524,1.571,97.382,0.0,0.0,0.524,326987776.0,26624000.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:57:58,0.518,1.554,97.409,0.0,0.0,0.518,326987776.0,26624000.0,601972736.0,86380544.0,0.0,0.0,66.0,66.0
27-12 05:57:59,1.047,2.094,96.859,0.0,0.0,0.0,326987776.0,26632192.0,601964544.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:58:00,1.058,3.175,94.180,0.0,0.0,1.587,326979584.0,26632192.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:58:01,0.0,2.564,96.410,0.0,0.0,1.026,327012352.0,26632192.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:02,1.010,2.525,95.455,0.0,0.0,1.010,326979584.0,26632192.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:58:03,1.047,3.141,95.288,0.0,0.0,0.524,326979584.0,26632192.0,601972736.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:58:04,0.0,1.604,97.861,0.0,0.0,0.535,327012352.0,26632192.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:05,0.518,2.073,96.373,0.0,0.0,1.036,327004160.0,26640384.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:06,0.532,1.596,96.809,0.0,0.0,1.064,327004160.0,26640384.0,601972736.0,86347776.0,0.0,0.0,66.0,66.0
27-12 05:58:07,0.549,0.0,99.451,0.0,0.0,0.0,327004160.0,26640384.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:08,0.0,0.538,99.462,0.0,0.0,0.0,327004160.0,26640384.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:09,0.0,0.515,99.485,0.0,0.0,0.0,327000064.0,26640384.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:10,0.0,0.0,99.471,0.0,0.0,0.529,327000064.0,26648576.0,601968640.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:11,0.0,0.532,99.468,0.0,0.0,0.0,326991872.0,26648576.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:12,0.0,0.508,99.492,0.0,0.0,0.0,326991872.0,26648576.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:13,0.0,0.503,99.497,0.0,0.0,0.0,326991872.0,26648576.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:14,0.500,0.0,99.500,0.0,0.0,0.0,326991872.0,26648576.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:15,0.0,0.503,99.497,0.0,0.0,0.0,326987776.0,26652672.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:16,0.645,0.0,99.355,0.0,0.0,0.0,326987776.0,26652672.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:17,0.0,0.508,99.492,0.0,0.0,0.0,326987776.0,26652672.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:18,1.143,0.571,97.714,0.0,0.0,0.571,326987776.0,26652672.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:19,0.503,0.0,99.497,0.0,0.0,0.0,326987776.0,26652672.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:20,0.0,0.0,100.0,0.0,0.0,0.0,326987776.0,26656768.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:21,0.503,0.0,99.497,0.0,0.0,0.0,326983680.0,26656768.0,601976832.0,86347776.0,0.0,0.0,66.0,66.0
27-12 05:58:22,0.521,0.0,99.479,0.0,0.0,0.0,326983680.0,26656768.0,601976832.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:23,0.0,0.0,100.0,0.0,0.0,0.0,326979584.0,26656768.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:24,0.503,0.0,99.497,0.0,0.0,0.0,326979584.0,26656768.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:25,0.505,0.0,99.495,0.0,0.0,0.0,326975488.0,26660864.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:26,0.500,0.0,99.500,0.0,0.0,0.0,326975488.0,26660864.0,601980928.0,86347776.0,0.0,0.0,60.0,60.0
27-12 05:58:27,0.500,0.500,99.0,0.0,0.0,0.0,326975488.0,26660864.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:28,0.0,0.0,100.0,0.0,0.0,0.0,326975488.0,26660864.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:29,0.538,0.538,98.925,0.0,0.0,0.0,326975488.0,26660864.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:30,0.0,0.0,100.0,0.0,0.0,0.0,326975488.0,26669056.0,601972736.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:31,1.111,1.667,97.222,0.0,0.0,0.0,326967296.0,26669056.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:32,1.036,1.554,96.373,0.0,0.0,1.036,326967296.0,26669056.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:33,0.529,2.116,97.354,0.0,0.0,0.0,326967296.0,26669056.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:34,1.058,1.058,96.825,0.0,0.0,1.058,326967296.0,26669056.0,601980928.0,86347776.0,0.0,0.0,0.0,0.0
27-12 05:58:35,0.0,1.596,97.872,0.0,0.0,0.532,326926336.0,26677248.0,601980928.0,86380544.0,0.0,0.0,0.0,0.0
27-12 05:58:36,2.525,2.020,94.444,0.0,0.0,1.010,327081984.0,26677248.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:37,0.515,0.515,98.454,0.0,0.0,0.515,327049216.0,26677248.0,601985024.0,86253568.0,0.0,0.0,0.0,0.0
27-12 05:58:38,0.503,1.005,97.487,0.0,0.0,1.005,327049216.0,26677248.0,601985024.0,86253568.0,0.0,0.0,0.0,0.0
27-12 05:58:39,0.0,1.020,98.980,0.0,0.0,0.0,327081984.0,26677248.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:40,0.498,2.488,96.020,0.0,0.0,0.995,327073792.0,26685440.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:41,0.521,2.604,96.354,0.0,0.0,0.521,327073792.0,26685440.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:42,0.518,3.627,95.337,0.0,0.0,0.518,327106560.0,26685440.0,601985024.0,86188032.0,0.0,0.0,0.0,0.0
27-12 05:58:43,1.015,2.030,96.954,0.0,0.0,0.0,327106560.0,26685440.0,601985024.0,86188032.0,0.0,0.0,0.0,0.0
27-12 05:58:44,1.0,2.0,97.0,0.0,0.0,0.0,327106560.0,26685440.0,601985024.0,86188032.0,0.0,0.0,0.0,0.0
27-12 05:58:45,0.505,3.030,95.960,0.0,0.0,0.505,327098368.0,26693632.0,601985024.0,86188032.0,0.0,0.0,0.0,0.0
27-12 05:58:46,0.503,2.010,96.985,0.0,0.0,0.503,327098368.0,26693632.0,601985024.0,86188032.0,0.0,0.0,0.0,0.0
27-12 05:58:47,0.0,2.538,96.447,0.0,0.0,1.015,327065600.0,26693632.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:48,0.510,1.020,97.959,0.0,0.0,0.510,327065600.0,26693632.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:49,0.505,2.020,97.475,0.0,0.0,0.0,327061504.0,26693632.0,601989120.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:50,0.505,2.525,96.465,0.0,0.0,0.505,327061504.0,26697728.0,601985024.0,86220800.0,0.0,0.0,0.0,0.0
27-12 05:58:51,0.505,2.020,96.970,0.0,0.0,0.505,327090176.0,26697728.0,601989120.0,86188032.0,0.0,0.0,66.0,66.0
27-12 05:58:52,1.005,2.010,96.482,0.0,0.0,0.503,327024640.0,26697728.0,601989120.0,86253568.0,0.0,0.0,0.0,0.0
27-12 05:58:53,0.500,2.500,96.0,0.0,0.0,1.0,327032832.0,26697728.0,601989120.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:58:54,1.047,1.047,97.906,0.0,0.0,0.0,327065600.0,26697728.0,601989120.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:58:55,0.0,2.151,97.849,0.0,0.0,0.0,327065600.0,26705920.0,601980928.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:58:56,1.613,2.688,94.624,0.0,0.0,1.075,327057408.0,26705920.0,601989120.0,86212608.0,0.0,0.0,60.0,60.0
27-12 05:58:57,0.510,2.551,96.939,0.0,0.0,0.0,327090176.0,26705920.0,601989120.0,86179840.0,0.0,0.0,0.0,0.0
27-12 05:58:58,0.513,3.077,95.385,0.0,0.0,1.026,327090176.0,26705920.0,601989120.0,86179840.0,0.0,0.0,0.0,0.0
27-12 05:58:59,0.503,1.508,96.985,0.0,0.0,1.005,327090176.0,26705920.0,601989120.0,86179840.0,0.0,0.0,0.0,0.0
27-12 05:59:00,0.518,1.554,96.891,0.0,0.0,1.036,327024640.0,26710016.0,601985024.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:01,1.026,1.026,97.949,0.0,0.0,0.0,327053312.0,26710016.0,601989120.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:59:02,0.515,2.577,96.907,0.0,0.0,0.0,327053312.0,26710016.0,601989120.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:59:03,0.503,2.513,96.482,0.0,0.0,0.503,327016448.0,26710016.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:04,0.518,1.036,97.409,0.0,0.0,1.036,327016448.0,26710016.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:05,1.064,2.128,96.277,0.0,0.0,0.532,327016448.0,26718208.0,601985024.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:06,1.005,2.010,95.980,0.0,0.0,1.005,326975488.0,26718208.0,601993216.0,86278144.0,0.0,0.0,0.0,0.0
27-12 05:59:07,0.521,2.604,96.875,0.0,0.0,0.0,327041024.0,26718208.0,601993216.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:59:08,1.0,1.500,96.500,0.0,0.0,1.0,327008256.0,26718208.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:09,0.529,2.646,95.767,0.0,0.0,1.058,327008256.0,26718208.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:10,1.047,3.141,95.288,0.0,0.0,0.524,327008256.0,26726400.0,601985024.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:11,0.508,3.553,95.431,0.0,0.0,0.508,327000064.0,26726400.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:12,0.0,2.732,96.721,0.0,0.0,0.546,327000064.0,26726400.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:13,1.070,1.604,96.791,0.0,0.0,0.535,327000064.0,26726400.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:14,0.0,2.051,97.436,0.0,0.0,0.513,327000064.0,26726400.0,601993216.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:15,1.053,1.579,96.842,0.0,0.0,0.526,327000064.0,26734592.0,601985024.0,86245376.0,0.0,0.0,0.0,0.0
27-12 05:59:16,0.0,2.564,96.923,0.0,0.0,0.513,327020544.0,26734592.0,601997312.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:59:17,0.0,3.646,95.833,0.0,0.0,0.521,327020544.0,26734592.0,601997312.0,86212608.0,0.0,0.0,0.0,0.0
27-12 05:59:18,2.062,5.670,87.113,0.0,0.0,5.155,341639168.0,26734592.0,601997312.0,71593984.0,0.0,0.0,2964284.0,21318.0
27-12 05:59:19,20.225,17.978,45.506,0.0,0.562,15.730,352247808.0,24805376.0,584806400.0,80105472.0,0.0,0.0,10513648.0,62238.0
27-12 05:59:20,0.515,2.062,96.392,0.0,0.0,1.031,352006144.0,24813568.0,584769536.0,80375808.0,0.0,0.0,246135.0,5544.0
