"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client2CPUUsage.csv",,,,"Date:","28 Dec 2020 00:02:40 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
28-12 00:03:52,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,254.0,312.0,28-12 00:03:52,0.0,0.0,100.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:03:53,0.0,0.0,0.0,0.510,0.510,98.980,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,187281408.0,26275840.0,602025984.0,226381824.0,0.0,0.0,0.010,0.160,0.120,718.0,896.0,28-12 00:03:53,0.510,0.510,98.980,0.0,0.0,0.0,187281408.0,26275840.0,602025984.0,226381824.0,0.010,0.160,0.120
28-12 00:03:54,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187281408.0,26275840.0,602025984.0,226381824.0,0.0,0.0,0.010,0.160,0.120,1085.0,1264.0,28-12 00:03:54,0.503,0.0,99.497,0.0,0.0,0.0,187281408.0,26275840.0,602025984.0,226381824.0,0.010,0.160,0.120
28-12 00:03:55,0.0,0.0,0.0,0.0,0.505,99.495,0.0,0.0,0.0,0.0,12288.0,0.0,3.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,254.0,312.0,28-12 00:03:55,0.0,0.505,99.495,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:03:56,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:03:56,0.0,0.0,100.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:03:57,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,528.0,586.0,28-12 00:03:57,0.0,0.0,100.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:03:58,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,187265024.0,26284032.0,602025984.0,226390016.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:03:58,0.0,0.0,100.0,0.0,0.0,0.0,187265024.0,26284032.0,602025984.0,226390016.0,0.010,0.160,0.120
28-12 00:03:59,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187265024.0,26284032.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,254.0,312.0,28-12 00:03:59,0.505,0.0,99.495,0.0,0.0,0.0,187265024.0,26284032.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:04:00,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,0.010,0.160,0.120,254.0,312.0,28-12 00:04:00,0.500,0.0,99.500,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.010,0.160,0.120
28-12 00:04:01,0.0,0.0,0.0,0.508,0.508,98.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,0.010,0.160,0.120,436.0,556.0,28-12 00:04:01,0.0,0.510,99.490,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.010,0.160,0.120
28-12 00:04:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,0.010,0.160,0.120,6100.0,7980.0,28-12 00:04:02,0.0,0.0,100.0,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.010,0.160,0.120
28-12 00:04:03,0.0,0.0,0.0,0.0,0.513,99.487,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,187260928.0,26288128.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:03,0.0,0.513,99.487,0.0,0.0,0.0,187260928.0,26288128.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:04:04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187260928.0,26288128.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:04,0.0,0.0,100.0,0.0,0.0,0.0,187260928.0,26288128.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:04:05,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:05,0.498,0.0,99.502,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.010,0.160,0.120
28-12 00:04:06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:06,0.0,0.0,100.0,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.010,0.160,0.120
28-12 00:04:07,0.0,0.0,0.0,1.515,1.010,97.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159059968.0,26288128.0,602038272.0,254578688.0,0.0,0.0,0.010,0.160,0.120,254.0,418.0,28-12 00:04:07,1.515,1.010,97.475,0.0,0.0,0.0,159059968.0,26288128.0,602038272.0,254578688.0,0.010,0.160,0.120
28-12 00:04:08,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,36864.0,0.0,2.0,159043584.0,26296320.0,602030080.0,254595072.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:08,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26296320.0,602030080.0,254595072.0,0.010,0.160,0.120
28-12 00:04:09,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159051776.0,26296320.0,601997312.0,254619648.0,0.0,0.0,0.010,0.160,0.120,0.0,0.0,28-12 00:04:09,0.0,0.0,100.0,0.0,0.0,0.0,159051776.0,26296320.0,601997312.0,254619648.0,0.010,0.160,0.120
28-12 00:04:10,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159043584.0,26296320.0,602005504.0,254619648.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:10,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26296320.0,602005504.0,254619648.0,0.010,0.150,0.120
28-12 00:04:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:11,0.0,0.0,100.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.010,0.150,0.120
28-12 00:04:12,0.0,0.0,0.0,0.0,0.498,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:12,0.0,0.500,99.500,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.010,0.150,0.120
28-12 00:04:13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:13,0.0,0.0,100.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.010,0.150,0.120
28-12 00:04:14,0.0,0.0,0.0,0.552,0.0,98.895,0.0,0.0,0.552,0.0,12288.0,0.0,2.0,159158272.0,26304512.0,602001408.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:14,0.552,0.0,98.895,0.0,0.0,0.552,159158272.0,26304512.0,602001408.0,254500864.0,0.010,0.150,0.120
28-12 00:04:15,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:15,0.503,0.0,99.497,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.010,0.150,0.120
28-12 00:04:16,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:16,0.495,0.0,99.505,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.010,0.150,0.120
28-12 00:04:17,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:17,0.0,0.0,100.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.010,0.150,0.120
28-12 00:04:18,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:18,0.571,0.0,99.429,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.010,0.150,0.120
28-12 00:04:19,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159150080.0,26308608.0,602005504.0,254500864.0,0.0,0.0,0.010,0.150,0.120,0.0,0.0,28-12 00:04:19,0.0,0.0,100.0,0.0,0.0,0.0,159150080.0,26308608.0,602005504.0,254500864.0,0.010,0.150,0.120
28-12 00:04:20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.090,0.170,0.120,0.0,0.0,28-12 00:04:20,0.0,0.0,100.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.090,0.170,0.120
28-12 00:04:21,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.090,0.170,0.120,0.0,0.0,28-12 00:04:21,0.498,0.498,99.005,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.090,0.170,0.120
28-12 00:04:22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.090,0.170,0.120,0.0,0.0,28-12 00:04:22,0.0,0.0,100.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.090,0.170,0.120
28-12 00:04:23,0.0,0.0,0.0,0.0,0.571,99.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.090,0.170,0.120,0.0,0.0,28-12 00:04:23,0.0,0.571,99.429,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.090,0.170,0.120
28-12 00:04:24,0.0,0.0,0.0,0.543,0.0,98.913,0.0,0.0,0.543,0.0,12288.0,0.0,2.0,159145984.0,26316800.0,602001408.0,254500864.0,0.0,0.0,0.090,0.170,0.120,0.0,0.0,28-12 00:04:24,0.543,0.0,98.913,0.0,0.0,0.543,159145984.0,26316800.0,602001408.0,254500864.0,0.090,0.170,0.120
28-12 00:04:25,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,1.0,159137792.0,26316800.0,602009600.0,254500864.0,0.0,0.0,0.080,0.160,0.120,0.0,0.0,28-12 00:04:25,0.0,0.500,99.500,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.080,0.160,0.120
28-12 00:04:26,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.0,0.0,0.080,0.160,0.120,0.0,0.0,28-12 00:04:26,0.498,0.0,99.502,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.080,0.160,0.120
28-12 00:04:27,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.0,0.0,0.080,0.160,0.120,0.0,0.0,28-12 00:04:27,0.0,0.0,100.0,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.080,0.160,0.120
28-12 00:04:28,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159133696.0,26316800.0,602013696.0,254500864.0,0.0,0.0,0.080,0.160,0.120,0.0,0.0,28-12 00:04:28,0.498,0.498,99.005,0.0,0.0,0.0,159133696.0,26316800.0,602013696.0,254500864.0,0.080,0.160,0.120
28-12 00:04:29,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.080,0.160,0.120,0.0,0.0,28-12 00:04:29,0.0,0.0,100.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.080,0.160,0.120
28-12 00:04:30,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:30,1.0,0.0,99.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:31,0.0,0.0,0.0,0.498,0.0,99.005,0.0,0.0,0.498,0.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:31,0.0,0.0,99.500,0.0,0.0,0.500,159125504.0,26324992.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:32,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:32,0.503,0.0,99.497,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:33,0.0,0.0,100.0,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:34,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159125504.0,26333184.0,602005504.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:34,0.0,0.0,100.0,0.0,0.0,0.0,159125504.0,26333184.0,602005504.0,254500864.0,0.070,0.160,0.120
28-12 00:04:35,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.0,5.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:35,0.0,0.0,100.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:36,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:36,0.495,0.0,99.505,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:37,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:37,0.505,0.0,99.495,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:38,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:38,0.0,0.0,100.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:39,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159109120.0,26341376.0,602013696.0,254500864.0,0.0,0.0,0.070,0.160,0.120,0.0,0.0,28-12 00:04:39,0.0,0.0,100.0,0.0,0.0,0.0,159109120.0,26341376.0,602013696.0,254500864.0,0.070,0.160,0.120
28-12 00:04:40,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.060,0.160,0.120,0.0,0.0,28-12 00:04:40,0.498,0.498,99.005,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.060,0.160,0.120
28-12 00:04:41,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.060,0.160,0.120,0.0,0.0,28-12 00:04:41,0.0,0.0,100.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.060,0.160,0.120
28-12 00:04:42,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.060,0.160,0.120,0.0,0.0,28-12 00:04:42,0.500,0.0,99.500,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.060,0.160,0.120
28-12 00:04:43,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.060,0.160,0.120,0.0,0.0,28-12 00:04:43,0.990,0.0,99.010,0.0,0.0,0.0,159105024.0,26349568.0,602009600.0,254500864.0,0.060,0.160,0.120
28-12 00:04:44,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159105024.0,26349568.0,602009600.0,254500864.0,0.0,0.0,0.060,0.160,0.120,0.0,0.0,28-12 00:04:44,0.508,0.0,99.492,0.0,0.0,0.0,159105024.0,26349568.0,602009600.0,254500864.0,0.060,0.160,0.120
28-12 00:04:45,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.060,0.150,0.120,0.0,0.0,28-12 00:04:45,0.0,0.503,99.497,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.060,0.150,0.120
28-12 00:04:46,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.060,0.150,0.120,0.0,0.0,28-12 00:04:46,0.0,0.0,100.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.060,0.150,0.120
28-12 00:04:47,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.060,0.150,0.120,0.0,0.0,28-12 00:04:47,0.0,0.503,99.497,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.060,0.150,0.120
28-12 00:04:48,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.060,0.150,0.120,0.0,0.0,28-12 00:04:48,0.0,0.0,100.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.060,0.150,0.120
28-12 00:04:49,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159096832.0,26353664.0,602013696.0,254500864.0,0.0,0.0,0.060,0.150,0.120,0.0,0.0,28-12 00:04:49,0.498,0.0,99.502,0.0,0.0,0.0,159096832.0,26353664.0,602013696.0,254500864.0,0.060,0.150,0.120
28-12 00:04:50,0.0,0.0,0.0,1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:50,0.505,0.505,98.990,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.050,0.150,0.120
28-12 00:04:51,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:51,0.0,0.0,100.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.050,0.150,0.120
28-12 00:04:52,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:52,0.0,0.503,99.497,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.050,0.150,0.120
28-12 00:04:53,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:53,0.0,0.0,100.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.050,0.150,0.120
28-12 00:04:54,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159088640.0,26361856.0,602013696.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:54,0.503,0.0,99.497,0.0,0.0,0.0,159088640.0,26361856.0,602013696.0,254500864.0,0.050,0.150,0.120
28-12 00:04:55,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:55,0.0,0.0,100.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.050,0.150,0.120
28-12 00:04:56,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:56,0.498,0.0,99.502,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.050,0.150,0.120
28-12 00:04:57,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:57,0.0,0.0,100.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.050,0.150,0.120
28-12 00:04:58,0.0,0.0,0.0,0.495,0.495,99.010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:58,0.985,0.493,98.522,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.050,0.150,0.120
28-12 00:04:59,1.0,0.0,0.0,0.995,0.0,99.005,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,159080448.0,26365952.0,602017792.0,254500864.0,0.0,0.0,0.050,0.150,0.120,0.0,0.0,28-12 00:04:59,0.503,0.0,99.497,0.0,0.0,0.0,159080448.0,26365952.0,602017792.0,254500864.0,0.050,0.150,0.120
28-12 00:05:00,0.0,0.0,0.0,0.0,0.0,99.485,0.0,0.0,0.515,0.0,12288.0,0.0,1.0,159080448.0,26365952.0,602017792.0,254500864.0,0.0,0.0,0.040,0.150,0.120,0.0,0.0,28-12 00:05:00,0.513,0.0,98.974,0.0,0.0,0.513,159080448.0,26365952.0,602017792.0,254500864.0,0.040,0.150,0.120
28-12 00:05:01,0.0,0.0,0.0,0.500,1.0,98.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159080448.0,26365952.0,602017792.0,254500864.0,0.0,0.0,0.040,0.150,0.120,0.0,0.0,28-12 00:05:01,0.0,1.005,98.995,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.040,0.150,0.120
28-12 00:05:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.040,0.150,0.120,0.0,0.0,28-12 00:05:02,0.985,0.493,98.522,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.040,0.150,0.120
28-12 00:05:03,0.0,0.0,0.0,1.015,0.508,98.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.040,0.150,0.120,0.0,0.0,28-12 00:05:03,0.0,0.0,100.0,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.040,0.150,0.120
28-12 00:05:04,1.0,0.0,1.0,0.599,0.599,98.204,0.0,0.0,0.599,0.0,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.040,0.150,0.120,0.0,0.0,28-12 00:05:04,0.595,0.595,98.214,0.0,0.0,0.595,159076352.0,26365952.0,602021888.0,254500864.0,0.040,0.150,0.120
28-12 00:05:05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,159076352.0,26374144.0,602013696.0,254500864.0,0.0,0.0,0.040,0.140,0.120,0.0,0.0,28-12 00:05:05,0.0,0.0,100.0,0.0,0.0,0.0,159076352.0,26374144.0,602013696.0,254500864.0,0.040,0.140,0.120
