"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Client/client2NetworkUsage.csv",,,,"Date:","28 Dec 2020 00:02:40 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
28-12 00:05:43,0.500,0.500,99.0,0.0,0.0,0.0,159010816.0,26419200.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:44,0.0,0.0,100.0,0.0,0.0,0.0,159010816.0,26419200.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:45,0.503,0.0,99.497,0.0,0.0,0.0,159010816.0,26419200.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:46,0.498,0.0,99.502,0.0,0.0,0.0,159010816.0,26419200.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:47,0.0,0.0,100.0,0.0,0.0,0.0,159010816.0,26419200.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:48,0.0,0.503,99.497,0.0,0.0,0.0,158998528.0,26427392.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:49,0.0,0.0,100.0,0.0,0.0,0.0,158998528.0,26427392.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:50,0.0,0.500,99.500,0.0,0.0,0.0,158998528.0,26427392.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:51,0.0,0.0,100.0,0.0,0.0,0.0,158998528.0,26427392.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:52,0.0,0.0,100.0,0.0,0.0,0.0,158998528.0,26427392.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:53,0.498,0.498,99.005,0.0,0.0,0.0,158990336.0,26435584.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:54,0.503,0.0,99.497,0.0,0.0,0.0,158990336.0,26435584.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:55,0.0,0.0,100.0,0.0,0.0,0.0,158990336.0,26435584.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:56,0.0,0.0,100.0,0.0,0.0,0.0,158990336.0,26435584.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:57,0.498,0.498,99.005,0.0,0.0,0.0,158982144.0,26435584.0,602038272.0,254509056.0,0.0,0.0,0.0,0.0
28-12 00:05:58,0.0,0.503,99.497,0.0,0.0,0.0,158986240.0,26439680.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:59,0.505,0.0,99.495,0.0,0.0,0.0,158986240.0,26439680.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:00,1.0,0.500,98.500,0.0,0.0,0.0,158986240.0,26439680.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:01,0.0,0.0,100.0,0.0,0.0,0.0,158982144.0,26439680.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:02,0.0,0.0,100.0,0.0,0.0,0.0,158982144.0,26439680.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:03,0.0,0.0,100.0,0.0,0.0,0.0,158978048.0,26443776.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:04,0.500,0.500,99.0,0.0,0.0,0.0,158978048.0,26443776.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:05,0.0,0.503,99.497,0.0,0.0,0.0,158978048.0,26443776.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:06,0.995,0.498,98.507,0.0,0.0,0.0,158978048.0,26443776.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:07,1.005,0.0,98.995,0.0,0.0,0.0,158978048.0,26443776.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:08,0.0,0.0,100.0,0.0,0.0,0.0,158973952.0,26447872.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:09,0.510,0.0,99.490,0.0,0.0,0.0,158973952.0,26447872.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:10,0.0,0.500,99.500,0.0,0.0,0.0,158973952.0,26447872.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:11,1.010,0.505,98.485,0.0,0.0,0.0,158973952.0,26447872.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:12,1.026,0.0,98.974,0.0,0.0,0.0,158973952.0,26447872.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:13,0.503,0.0,99.497,0.0,0.0,0.0,158973952.0,26451968.0,602038272.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:14,1.0,0.500,98.500,0.0,0.0,0.0,158969856.0,26451968.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:15,0.503,0.0,99.497,0.0,0.0,0.0,158965760.0,26451968.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:16,0.500,0.500,99.0,0.0,0.0,0.0,158965760.0,26451968.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:17,0.0,0.0,100.0,0.0,0.0,0.0,158965760.0,26451968.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:18,0.0,0.0,100.0,0.0,0.0,0.0,158957568.0,26460160.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:19,0.510,0.510,98.980,0.0,0.0,0.0,158957568.0,26460160.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:20,0.0,0.0,100.0,0.0,0.0,0.0,158957568.0,26460160.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:21,0.500,0.500,99.0,0.0,0.0,0.0,158957568.0,26460160.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:22,0.0,0.0,100.0,0.0,0.0,0.0,158957568.0,26460160.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:23,0.503,0.0,99.497,0.0,0.0,0.0,158957568.0,26464256.0,602042368.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:24,0.0,0.500,99.500,0.0,0.0,0.0,158953472.0,26464256.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:25,0.503,0.0,99.497,0.0,0.0,0.0,158953472.0,26464256.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:26,0.0,0.500,99.500,0.0,0.0,0.0,158953472.0,26464256.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:27,0.503,0.0,99.497,0.0,0.0,0.0,158953472.0,26464256.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:28,0.503,0.0,99.497,0.0,0.0,0.0,158945280.0,26468352.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:29,0.505,0.0,99.495,0.0,0.0,0.0,158945280.0,26468352.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:30,0.0,0.0,100.0,0.0,0.0,0.0,158945280.0,26468352.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:31,1.0,0.500,98.500,0.0,0.0,0.0,158945280.0,26468352.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:32,0.503,0.0,99.497,0.0,0.0,0.0,158945280.0,26468352.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:33,0.0,0.0,100.0,0.0,0.0,0.0,158941184.0,26472448.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:34,1.0,0.500,98.0,0.0,0.0,0.500,158941184.0,26472448.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:35,0.995,0.498,98.507,0.0,0.0,0.0,158941184.0,26472448.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:36,0.0,0.505,99.495,0.0,0.0,0.0,158941184.0,26472448.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:37,0.0,0.0,100.0,0.0,0.0,0.0,158941184.0,26472448.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:38,1.005,0.503,98.492,0.0,0.0,0.0,158941184.0,26476544.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:39,1.005,0.0,98.995,0.0,0.0,0.0,158937088.0,26476544.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:40,0.505,0.0,99.495,0.0,0.0,0.0,158937088.0,26476544.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:41,0.500,0.500,99.0,0.0,0.0,0.0,158937088.0,26476544.0,602050560.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:42,1.015,0.508,98.477,0.0,0.0,0.0,158932992.0,26476544.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:43,0.0,0.0,100.0,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:44,0.515,0.515,98.969,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:45,0.500,0.500,99.0,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:46,0.503,0.0,99.497,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:47,0.503,0.0,99.497,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:48,0.0,0.505,99.495,0.0,0.0,0.0,158928896.0,26480640.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:49,0.995,0.498,98.010,0.498,0.0,0.0,158924800.0,26484736.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:50,0.448,0.0,99.552,0.0,0.0,0.0,158924800.0,26484736.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:51,0.571,0.571,98.857,0.0,0.0,0.0,158924800.0,26484736.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:52,0.0,0.0,100.0,0.0,0.0,0.0,158924800.0,26484736.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:53,0.526,0.0,99.474,0.0,0.0,0.0,158924800.0,26484736.0,602054656.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:54,0.0,0.0,100.0,0.0,0.0,0.0,158924800.0,26492928.0,602046464.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:55,0.0,0.0,100.0,0.0,0.0,0.0,158912512.0,26492928.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:56,0.0,0.0,100.0,0.0,0.0,0.0,158912512.0,26492928.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:57,0.0,0.0,100.0,0.0,0.0,0.0,158912512.0,26492928.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:58,0.0,0.498,99.502,0.0,0.0,0.0,158912512.0,26492928.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:06:59,0.0,0.0,100.0,0.0,0.0,0.0,158912512.0,26492928.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:00,0.503,0.0,99.497,0.0,0.0,0.0,158904320.0,26501120.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:01,0.505,0.0,99.495,0.0,0.0,0.0,158904320.0,26501120.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:02,0.503,0.0,99.497,0.0,0.0,0.0,158904320.0,26501120.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:03,0.0,0.0,100.0,0.0,0.0,0.0,158904320.0,26501120.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:04,0.500,0.0,99.500,0.0,0.0,0.0,158904320.0,26501120.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:05,0.0,0.0,100.0,0.0,0.0,0.0,158900224.0,26505216.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:06,0.0,0.500,99.500,0.0,0.0,0.0,158900224.0,26505216.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:07,0.503,0.0,99.497,0.0,0.0,0.0,158900224.0,26505216.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:08,0.0,0.0,100.0,0.0,0.0,0.0,158900224.0,26505216.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:09,0.0,0.0,100.0,0.0,0.0,0.0,158896128.0,26505216.0,602062848.0,254500864.0,0.0,0.0,184.0,0.0
28-12 00:07:10,0.500,0.0,99.500,0.0,0.0,0.0,158892032.0,26509312.0,602062848.0,254500864.0,0.0,0.0,92.0,0.0
28-12 00:07:11,0.0,0.0,100.0,0.0,0.0,0.0,158892032.0,26509312.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:12,0.503,0.0,99.497,0.0,0.0,0.0,158892032.0,26509312.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:13,0.503,0.0,99.497,0.0,0.0,0.0,158892032.0,26509312.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:14,0.498,0.0,99.502,0.0,0.0,0.0,158892032.0,26509312.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:15,0.0,0.503,98.995,0.0,0.0,0.503,158887936.0,26513408.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:16,0.503,0.0,99.497,0.0,0.0,0.0,158887936.0,26513408.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:17,0.500,0.500,99.0,0.0,0.0,0.0,158887936.0,26513408.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:18,0.0,0.0,100.0,0.0,0.0,0.0,158887936.0,26513408.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:19,0.503,0.0,99.497,0.0,0.0,0.0,158887936.0,26513408.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:20,0.0,0.0,100.0,0.0,0.0,0.0,158879744.0,26521600.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:21,0.0,0.0,100.0,0.0,0.0,0.0,158879744.0,26521600.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:22,0.0,0.500,99.500,0.0,0.0,0.0,158875648.0,26521600.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:23,0.0,0.529,99.471,0.0,0.0,0.0,158875648.0,26521600.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:24,0.498,0.0,99.502,0.0,0.0,0.0,158875648.0,26521600.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:25,0.0,0.0,100.0,0.0,0.0,0.0,158867456.0,26529792.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:26,0.0,0.0,100.0,0.0,0.0,0.0,158867456.0,26529792.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:27,0.505,0.505,98.990,0.0,0.0,0.0,158867456.0,26529792.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:28,0.0,0.503,99.497,0.0,0.0,0.0,158867456.0,26529792.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:29,0.0,0.0,100.0,0.0,0.0,0.0,158867456.0,26529792.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:30,0.0,0.0,100.0,0.0,0.0,0.0,158867456.0,26537984.0,602058752.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:31,0.503,0.0,99.497,0.0,0.0,0.0,158859264.0,26537984.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:32,0.0,0.0,100.0,0.0,0.0,0.0,158859264.0,26537984.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:33,0.0,0.0,100.0,0.0,0.0,0.0,158859264.0,26537984.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:34,0.0,0.0,100.0,0.0,0.0,0.0,158859264.0,26537984.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:35,0.0,0.0,100.0,0.0,0.0,0.0,158859264.0,26537984.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:36,0.0,0.0,100.0,0.0,0.0,0.0,158846976.0,26546176.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:37,0.0,0.0,100.0,0.0,0.0,0.0,158846976.0,26546176.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:38,0.500,0.0,99.500,0.0,0.0,0.0,158846976.0,26546176.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:39,0.503,0.503,98.995,0.0,0.0,0.0,158846976.0,26546176.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:40,0.0,0.0,100.0,0.0,0.0,0.0,158846976.0,26554368.0,602062848.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:41,0.500,0.500,99.0,0.0,0.0,0.0,158838784.0,26554368.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:42,0.500,0.0,99.500,0.0,0.0,0.0,158838784.0,26554368.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:43,0.0,0.0,100.0,0.0,0.0,0.0,158838784.0,26554368.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:44,0.0,0.0,100.0,0.0,0.0,0.0,158838784.0,26554368.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:45,0.0,0.0,100.0,0.0,0.0,0.0,158838784.0,26554368.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:46,0.0,0.0,100.0,0.0,0.0,0.0,158834688.0,26558464.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:47,0.0,0.500,99.500,0.0,0.0,0.0,158834688.0,26558464.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:48,0.0,0.0,100.0,0.0,0.0,0.0,158834688.0,26558464.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:49,0.0,0.0,100.0,0.0,0.0,0.0,158830592.0,26558464.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:50,0.500,0.0,99.500,0.0,0.0,0.0,158830592.0,26558464.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:51,0.503,0.0,99.497,0.0,0.0,0.0,158826496.0,26562560.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:52,0.500,0.500,99.0,0.0,0.0,0.0,158826496.0,26562560.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:53,0.0,0.0,100.0,0.0,0.0,0.0,158826496.0,26562560.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:54,0.505,0.0,99.495,0.0,0.0,0.0,158826496.0,26562560.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:55,0.0,0.0,100.0,0.0,0.0,0.0,158826496.0,26562560.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:56,0.0,0.0,100.0,0.0,0.0,0.0,158826496.0,26566656.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:57,1.0,0.0,99.0,0.0,0.0,0.0,158822400.0,26566656.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:07:58,0.0,0.0,100.0,0.0,0.0,0.0,158830592.0,26566656.0,602075136.0,254492672.0,0.0,0.0,0.0,0.0
28-12 00:07:59,0.505,0.0,99.495,0.0,0.0,0.0,158822400.0,26566656.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:00,0.0,0.0,100.0,0.0,0.0,0.0,158822400.0,26566656.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:01,0.0,0.500,99.500,0.0,0.0,0.0,158822400.0,26566656.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:02,0.0,0.0,100.0,0.0,0.0,0.0,158822400.0,26574848.0,602066944.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:03,0.0,0.500,99.500,0.0,0.0,0.0,158810112.0,26574848.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:04,0.0,0.0,100.0,0.0,0.0,0.0,158810112.0,26574848.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:05,0.513,0.0,98.974,0.0,0.0,0.513,158810112.0,26574848.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:06,0.0,0.0,100.0,0.0,0.0,0.0,158810112.0,26574848.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:07,0.503,0.0,99.497,0.0,0.0,0.0,158810112.0,26578944.0,602075136.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:08,0.0,0.0,100.0,0.0,0.0,0.0,158806016.0,26578944.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:09,0.0,0.0,100.0,0.0,0.0,0.0,158806016.0,26578944.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:10,0.503,0.0,99.497,0.0,0.0,0.0,158806016.0,26578944.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:11,0.0,0.500,99.500,0.0,0.0,0.0,158806016.0,26578944.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:12,0.503,0.0,99.497,0.0,0.0,0.0,158806016.0,26587136.0,602071040.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:13,0.0,0.0,100.0,0.0,0.0,0.0,158797824.0,26587136.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:14,0.0,0.0,100.0,0.0,0.0,0.0,158797824.0,26587136.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:15,0.500,0.500,99.0,0.0,0.0,0.0,158797824.0,26587136.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:16,0.0,0.0,100.0,0.0,0.0,0.0,158793728.0,26587136.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:17,0.0,0.0,100.0,0.0,0.0,0.0,158793728.0,26587136.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:18,0.0,0.0,100.0,0.0,0.0,0.0,158789632.0,26591232.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:19,0.0,0.0,100.0,0.0,0.0,0.0,158789632.0,26591232.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:20,0.500,0.0,99.500,0.0,0.0,0.0,158789632.0,26591232.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:21,0.503,0.0,99.497,0.0,0.0,0.0,158789632.0,26591232.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:22,0.0,0.500,99.500,0.0,0.0,0.0,158789632.0,26591232.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:23,0.503,0.0,99.497,0.0,0.0,0.0,158781440.0,26599424.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:24,0.0,0.0,100.0,0.0,0.0,0.0,158781440.0,26599424.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:25,0.0,0.500,99.500,0.0,0.0,0.0,158781440.0,26599424.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:26,0.0,0.0,100.0,0.0,0.0,0.0,158781440.0,26599424.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:27,0.503,0.0,99.497,0.0,0.0,0.0,158781440.0,26599424.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:28,0.0,0.0,100.0,0.0,0.0,0.0,158773248.0,26607616.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:29,0.995,0.0,99.005,0.0,0.0,0.0,158773248.0,26607616.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:30,0.0,0.0,100.0,0.0,0.0,0.0,158769152.0,26607616.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:31,0.0,0.500,99.500,0.0,0.0,0.0,158769152.0,26607616.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:32,0.0,0.0,100.0,0.0,0.0,0.0,158769152.0,26607616.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:33,0.0,0.0,100.0,0.0,0.0,0.0,158769152.0,26615808.0,602079232.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:34,0.0,0.503,99.497,0.0,0.0,0.0,158760960.0,26615808.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:35,0.500,0.0,99.500,0.0,0.0,0.0,158760960.0,26615808.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:36,0.503,0.0,99.497,0.0,0.0,0.0,158760960.0,26615808.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:37,0.0,0.0,100.0,0.0,0.0,0.0,158760960.0,26615808.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:38,0.0,0.0,100.0,0.0,0.0,0.0,158760960.0,26615808.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:39,0.503,0.0,99.497,0.0,0.0,0.0,158752768.0,26624000.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:40,0.0,0.0,100.0,0.0,0.0,0.0,158752768.0,26624000.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:41,0.500,0.500,99.0,0.0,0.0,0.0,158752768.0,26624000.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:42,0.500,0.0,99.500,0.0,0.0,0.0,158752768.0,26624000.0,602087424.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:43,0.503,0.0,99.497,0.0,0.0,0.0,158748672.0,26632192.0,602083328.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:44,0.0,0.0,100.0,0.0,0.0,0.0,158740480.0,26632192.0,602091520.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:45,0.0,0.0,100.0,0.0,0.0,0.0,158740480.0,26632192.0,602091520.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:46,0.500,0.0,99.500,0.0,0.0,0.0,158740480.0,26632192.0,602091520.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:47,0.0,0.0,100.0,0.0,0.0,0.0,158740480.0,26632192.0,602091520.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:08:48,0.500,0.0,99.0,0.0,0.0,0.500,158740480.0,26632192.0,602091520.0,254500864.0,0.0,0.0,0.0,0.0
