"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client1CPUUsage.csv",,,,"Date:","28 Dec 2020 00:02:36 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
28-12 00:03:48,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190353408.0,26181632.0,601948160.0,223481856.0,0.0,0.0,0.050,0.080,0.050,718.0,896.0,28-12 00:03:48,0.0,0.500,99.500,0.0,0.0,0.0,190353408.0,26181632.0,601948160.0,223481856.0,0.050,0.080,0.050
28-12 00:03:49,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,190349312.0,26185728.0,601948160.0,223481856.0,0.0,0.0,0.050,0.080,0.050,254.0,312.0,28-12 00:03:49,0.503,0.0,99.497,0.0,0.0,0.0,190349312.0,26185728.0,601948160.0,223481856.0,0.050,0.080,0.050
28-12 00:03:50,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190349312.0,26185728.0,601948160.0,223481856.0,0.0,0.0,0.050,0.080,0.050,1528.0,1824.0,28-12 00:03:50,0.0,0.0,100.0,0.0,0.0,0.0,190349312.0,26185728.0,601948160.0,223481856.0,0.050,0.080,0.050
28-12 00:03:51,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190349312.0,26185728.0,601948160.0,223481856.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:51,0.500,0.0,99.500,0.0,0.0,0.0,190349312.0,26185728.0,601948160.0,223481856.0,0.050,0.080,0.050
28-12 00:03:52,0.0,0.0,0.0,2.591,0.0,97.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158556160.0,26185728.0,601948160.0,255275008.0,0.0,0.0,0.050,0.080,0.050,254.0,418.0,28-12 00:03:52,2.083,0.0,97.917,0.0,0.0,0.0,158556160.0,26185728.0,601948160.0,255275008.0,0.050,0.080,0.050
28-12 00:03:53,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158547968.0,26185728.0,601915392.0,255315968.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:53,0.503,0.0,99.497,0.0,0.0,0.0,158547968.0,26185728.0,601915392.0,255315968.0,0.050,0.080,0.050
28-12 00:03:54,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,36864.0,0.0,2.0,158539776.0,26193920.0,601915392.0,255315968.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:54,0.0,0.0,100.0,0.0,0.0,0.0,158539776.0,26193920.0,601915392.0,255315968.0,0.050,0.080,0.050
28-12 00:03:55,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158539776.0,26193920.0,601915392.0,255315968.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:55,0.0,0.0,100.0,0.0,0.0,0.0,158539776.0,26193920.0,601915392.0,255315968.0,0.050,0.080,0.050
28-12 00:03:56,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:56,0.0,0.500,99.500,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.050,0.080,0.050
28-12 00:03:57,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.0,0.0,0.050,0.080,0.050,0.0,0.0,28-12 00:03:57,0.0,0.0,100.0,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.050,0.080,0.050
28-12 00:03:58,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.0,0.0,0.040,0.080,0.050,0.0,0.0,28-12 00:03:58,0.500,0.0,99.500,0.0,0.0,0.0,158535680.0,26193920.0,601919488.0,255315968.0,0.040,0.080,0.050
28-12 00:03:59,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158527488.0,26202112.0,601919488.0,255315968.0,0.0,0.0,0.040,0.080,0.050,0.0,0.0,28-12 00:03:59,0.0,0.0,100.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.040,0.080,0.050
28-12 00:04:00,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.0,0.0,0.040,0.080,0.050,0.0,0.0,28-12 00:04:00,0.0,0.498,99.502,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.040,0.080,0.050
28-12 00:04:01,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.0,0.0,0.040,0.080,0.050,0.0,0.0,28-12 00:04:01,0.0,0.0,100.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.040,0.080,0.050
28-12 00:04:02,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.0,0.0,0.040,0.080,0.050,0.0,0.0,28-12 00:04:02,0.0,0.0,100.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.040,0.080,0.050
28-12 00:04:03,0.0,0.0,0.0,0.0,0.0,99.497,0.0,0.0,0.503,0.0,0.0,0.0,0.0,158527488.0,26202112.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:03,0.0,0.503,98.995,0.0,0.0,0.503,158527488.0,26202112.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:04,0.0,0.0,0.0,0.0,0.532,98.936,0.0,0.0,0.532,0.0,12288.0,0.0,2.0,158519296.0,26210304.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:04,0.532,0.0,98.936,0.0,0.0,0.532,158519296.0,26210304.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:05,0.0,0.0,0.0,0.571,0.0,99.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:05,0.0,0.571,99.429,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:06,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,36864.0,0.0,7.0,158519296.0,26210304.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:06,0.0,0.0,100.0,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:07,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:07,0.0,0.0,100.0,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:08,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:08,0.498,0.0,99.502,0.0,0.0,0.0,158519296.0,26210304.0,601919488.0,255315968.0,0.040,0.070,0.050
28-12 00:04:09,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,158507008.0,26218496.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:09,0.0,0.0,100.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:10,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:10,0.0,0.0,100.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:11,0.0,0.0,100.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:12,0.0,0.0,0.0,0.0,0.498,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:12,0.0,0.498,99.502,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:13,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:13,0.503,0.0,99.497,0.0,0.0,0.0,158507008.0,26218496.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158502912.0,26222592.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:14,0.503,0.0,99.497,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:15,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:15,0.0,0.0,100.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:16,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:16,0.500,0.0,99.500,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:17,0.0,0.0,0.0,0.521,0.0,99.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.0,0.0,0.040,0.070,0.050,0.0,0.0,28-12 00:04:17,0.0,0.0,100.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.040,0.070,0.050
28-12 00:04:18,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:18,0.0,0.500,99.500,0.0,0.0,0.0,158502912.0,26222592.0,601923584.0,255315968.0,0.030,0.070,0.050
28-12 00:04:19,0.0,0.0,0.0,0.0,0.0,99.497,0.503,0.0,0.0,0.0,12288.0,0.0,2.0,158502912.0,26226688.0,601919488.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:19,0.0,0.0,99.497,0.503,0.0,0.0,158502912.0,26226688.0,601919488.0,255315968.0,0.030,0.070,0.050
28-12 00:04:20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158498816.0,26226688.0,601923584.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:20,0.0,0.500,99.500,0.0,0.0,0.0,158498816.0,26226688.0,601923584.0,255315968.0,0.030,0.070,0.050
28-12 00:04:21,0.0,0.0,0.0,0.0,0.510,98.980,0.0,0.0,0.510,0.0,0.0,0.0,0.0,158498816.0,26226688.0,601923584.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:21,0.510,0.0,98.980,0.0,0.0,0.510,158498816.0,26226688.0,601923584.0,255315968.0,0.030,0.070,0.050
28-12 00:04:22,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158498816.0,26226688.0,601923584.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:22,0.0,0.0,100.0,0.0,0.0,0.0,158498816.0,26226688.0,601923584.0,255315968.0,0.030,0.070,0.050
28-12 00:04:23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158494720.0,26226688.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:23,0.503,0.0,99.497,0.0,0.0,0.0,158494720.0,26226688.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:24,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158494720.0,26234880.0,601919488.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:24,0.0,0.500,99.500,0.0,0.0,0.0,158494720.0,26234880.0,601919488.0,255315968.0,0.030,0.070,0.050
28-12 00:04:25,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:25,0.500,0.0,99.500,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:26,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:26,0.0,0.0,100.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:27,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:27,0.0,0.498,99.502,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:28,0.0,0.0,0.0,0.0,1.183,98.225,0.0,0.0,0.592,0.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:28,0.0,0.595,98.810,0.0,0.0,0.595,158486528.0,26234880.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:29,0.0,0.0,0.0,0.0,0.505,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:29,0.0,0.503,99.497,0.0,0.0,0.0,158486528.0,26234880.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:30,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158478336.0,26243072.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:30,0.0,0.0,100.0,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:31,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:31,0.500,0.0,99.500,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:32,0.0,0.0,0.0,0.995,0.0,99.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:32,0.498,0.0,99.502,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:33,0.503,0.0,99.497,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:34,0.0,0.0,0.0,1.005,0.0,98.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:34,0.503,0.0,99.497,0.0,0.0,0.0,158478336.0,26243072.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:35,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158470144.0,26251264.0,601927680.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:35,0.503,0.503,98.995,0.0,0.0,0.0,158470144.0,26251264.0,601927680.0,255315968.0,0.030,0.070,0.050
28-12 00:04:36,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,158466048.0,26251264.0,601931776.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:36,0.0,0.0,100.0,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.030,0.070,0.050
28-12 00:04:37,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.0,0.0,0.030,0.070,0.050,0.0,0.0,28-12 00:04:37,0.500,0.0,99.500,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.030,0.070,0.050
28-12 00:04:38,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:38,0.503,0.0,99.497,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:39,0.0,0.0,0.0,0.498,0.0,99.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:39,0.0,0.0,100.0,0.0,0.0,0.0,158466048.0,26251264.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:40,0.0,0.0,0.0,0.498,0.498,99.005,0.0,0.0,0.0,0.0,24576.0,0.0,3.0,158466048.0,26255360.0,601927680.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:40,0.498,0.498,99.005,0.0,0.0,0.0,158466048.0,26255360.0,601927680.0,255315968.0,0.020,0.070,0.050
28-12 00:04:41,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8192.0,0.0,2.0,158461952.0,26255360.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:41,0.0,0.0,100.0,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:42,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:42,0.500,0.0,99.500,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:43,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:43,0.0,0.0,100.0,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:44,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:44,0.0,0.500,99.500,0.0,0.0,0.0,158461952.0,26255360.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:45,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158461952.0,26263552.0,601923584.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:45,0.0,0.0,100.0,0.0,0.0,0.0,158461952.0,26263552.0,601923584.0,255315968.0,0.020,0.070,0.050
28-12 00:04:46,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:46,0.0,0.0,100.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:47,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:47,0.503,0.0,99.497,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:48,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:48,0.0,0.0,100.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:49,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:49,0.498,0.0,99.502,0.0,0.0,0.0,158453760.0,26263552.0,601931776.0,255315968.0,0.020,0.070,0.050
28-12 00:04:50,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158449664.0,26263552.0,601935872.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:50,0.503,0.0,99.497,0.0,0.0,0.0,158449664.0,26263552.0,601935872.0,255315968.0,0.020,0.070,0.050
28-12 00:04:51,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158445568.0,26267648.0,601935872.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:51,0.0,0.0,100.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.020,0.070,0.050
28-12 00:04:52,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.0,0.0,0.020,0.070,0.050,0.0,0.0,28-12 00:04:52,0.500,0.0,99.500,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.020,0.070,0.050
28-12 00:04:53,0.0,0.0,0.0,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:53,0.0,0.503,99.497,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:54,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:54,0.0,0.0,100.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:55,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:55,0.0,0.0,100.0,0.0,0.0,0.0,158445568.0,26267648.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:56,0.0,0.0,0.0,0.500,0.0,99.500,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158437376.0,26275840.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:56,0.498,0.498,99.005,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:57,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:57,0.0,0.0,100.0,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:58,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:58,0.500,0.0,99.500,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:04:59,0.0,0.0,0.0,1.015,0.508,98.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:04:59,0.508,0.508,98.985,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:05:00,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:00,0.0,0.505,99.495,0.0,0.0,0.0,158437376.0,26275840.0,601935872.0,255315968.0,0.020,0.060,0.050
28-12 00:05:01,0.0,0.0,0.0,1.005,0.503,98.492,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,158429184.0,26284032.0,601935872.0,255315968.0,0.0,0.0,0.020,0.060,0.050,0.0,0.0,28-12 00:05:01,1.010,0.0,98.990,0.0,0.0,0.0,158429184.0,26284032.0,601935872.0,255315968.0,0.020,0.060,0.050
