"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/client1Stat.csv",,,,"Date:","28 Dec 2020 12:39:23 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 12:41:59,0.0,0.498,99.502,0.0,0.0,0.0,154468352.0,26419200.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:00,0.0,0.0,100.0,0.0,0.0,0.0,154468352.0,26419200.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:01,0.0,0.0,100.0,0.0,0.0,0.0,154468352.0,26419200.0,601894912.0,259182592.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:02,0.0,0.505,99.495,0.0,0.0,0.0,154603520.0,26427392.0,601886720.0,259047424.0,870.0,1028.0,0.0,0.0,1.0,0.0,0.0
28-12 12:42:03,0.0,0.0,100.0,0.0,0.0,0.0,154595328.0,26427392.0,601894912.0,259047424.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:04,0.0,0.0,100.0,0.0,0.0,0.0,154595328.0,26427392.0,601894912.0,259047424.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:05,0.0,0.500,99.500,0.0,0.0,0.0,154595328.0,26427392.0,601894912.0,259047424.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:06,0.0,0.505,99.495,0.0,0.0,0.0,154595328.0,26427392.0,601894912.0,259047424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:07,0.0,0.0,100.0,0.0,0.0,0.0,154583040.0,26427392.0,601899008.0,259055616.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:08,0.0,0.500,99.500,0.0,0.0,0.0,154578944.0,26431488.0,601899008.0,259055616.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:42:09,0.500,0.0,99.500,0.0,0.0,0.0,154578944.0,26431488.0,601899008.0,259055616.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
